,Most Recent Health Inspection More Than 2 Years Ago,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,performance_id
1928,False,5.0,5.0,4.0,5.0,14.667,3,0,0,$0.00,0,0,1861
1929,False,2.0,1.0,3.0,3.0,87.333,7,5,1,$7508.00,0,1,1862
1930,False,2.0,1.0,4.0,4.0,88.667,8,8,2,$20605.00,0,2,1863
1931,False,4.0,2.0,4.0,4.0,66.0,3,7,0,$0.00,0,0,1864
1932,False,1.0,1.0,3.0,4.0,83.0,6,2,4,$36750.00,0,4,1865
1933,False,3.0,3.0,3.0,4.0,44.0,1,0,0,$0.00,0,0,1866
1934,False,3.0,2.0,4.0,3.0,67.333,6,7,2,$10850.00,1,3,1867
1935,False,5.0,3.0,5.0,5.0,35.333,0,2,2,$8320.00,0,2,1868
1936,False,4.0,4.0,2.0,4.0,24.667,3,3,0,$0.00,0,0,1869
1937,False,4.0,4.0,3.0,4.0,30.0,3,2,0,$0.00,0,0,1870
1938,False,5.0,5.0,5.0,5.0,16.0,2,0,1,$2000.00,0,1,1871
1939,False,4.0,4.0,4.0,4.0,34.0,2,3,1,$1170.00,0,1,1872
1940,False,5.0,5.0,4.0,5.0,14.0,0,0,0,$0.00,0,0,1873
1941,False,3.0,2.0,5.0,5.0,57.333,1,4,0,$0.00,0,0,1874
1942,False,3.0,2.0,4.0,5.0,50.0,4,2,1,$1500.00,0,1,1875
1943,False,5.0,4.0,5.0,5.0,22.0,1,0,0,$0.00,0,0,1876
1944,False,1.0,2.0,2.0,1.0,60.0,5,7,2,$6025.00,0,2,1877
1945,False,3.0,3.0,5.0,5.0,38.0,7,1,0,$0.00,0,0,1878
1946,False,5.0,3.0,4.0,5.0,34.667,1,1,1,$1950.00,0,1,1879
1947,False,2.0,2.0,3.0,4.0,62.667,3,1,0,$0.00,0,0,1880
1948,False,5.0,3.0,4.0,4.0,45.333,1,0,1,$2000.00,0,1,1881
1949,False,5.0,4.0,5.0,5.0,21.333,1,0,0,$0.00,0,0,1882
1950,False,5.0,3.0,4.0,4.0,36.667,3,1,1,$1300.00,0,1,1883
1951,False,3.0,2.0,4.0,4.0,56.667,2,2,1,$9555.00,0,1,1884
1952,False,2.0,1.0,4.0,3.0,121.0,7,6,2,$5395.00,0,2,1885
1953,False,5.0,5.0,4.0,4.0,14.667,0,0,0,$0.00,0,0,1886
1954,False,5.0,5.0,5.0,5.0,9.333,2,0,0,$0.00,0,0,1887
1955,False,4.0,4.0,4.0,4.0,27.333,2,1,0,$0.00,0,0,1888
1956,False,4.0,3.0,3.0,3.0,41.333,4,2,0,$0.00,0,0,1889
1957,False,5.0,3.0,4.0,5.0,43.333,3,0,2,$2925.00,0,2,1890
1958,False,3.0,2.0,5.0,5.0,56.667,4,3,2,$6663.00,0,2,1891
1959,False,3.0,2.0,5.0,5.0,52.0,9,7,2,$5895.00,0,2,1892
1960,False,4.0,3.0,4.0,5.0,34.667,0,0,0,$0.00,0,0,1893
1961,False,2.0,1.0,5.0,5.0,127.333,0,2,1,$5135.00,0,1,1894
1962,False,5.0,3.0,4.0,5.0,34.0,1,1,2,$4075.00,0,2,1895
1963,False,5.0,5.0,5.0,5.0,6.667,0,1,0,$0.00,0,0,1896
1964,False,3.0,2.0,4.0,4.0,66.0,4,5,1,$2275.00,0,1,1897
1965,False,2.0,1.0,4.0,4.0,88.0,9,4,2,$14105.00,0,2,1898
1966,False,5.0,4.0,5.0,5.0,19.333,0,0,0,$0.00,0,0,1899
1967,False,3.0,3.0,3.0,3.0,36.667,5,0,0,$0.00,0,0,1900
1968,False,3.0,2.0,4.0,4.0,68.667,7,9,2,$2925.00,0,2,1901
1969,False,3.0,3.0,3.0,4.0,45.333,3,2,2,$3000.00,0,2,1902
1970,False,3.0,2.0,3.0,3.0,52.0,5,5,0,$0.00,0,0,1903
1971,False,5.0,5.0,3.0,5.0,12.667,0,0,0,$0.00,0,0,1904
1972,False,5.0,4.0,3.0,4.0,30.0,0,4,1,$3900.00,0,1,1905
1973,False,5.0,5.0,3.0,3.0,18.0,9,0,1,$1800.00,0,1,1906
1974,False,2.0,1.0,4.0,4.0,118.667,4,5,1,$5550.00,0,1,1907
1975,False,5.0,4.0,4.0,5.0,21.333,3,0,1,$5915.00,0,1,1908
1976,False,3.0,3.0,3.0,4.0,41.333,5,1,0,$0.00,0,0,1909
1977,False,2.0,2.0,3.0,5.0,52.333,1,2,0,$0.00,0,0,1910
1978,False,4.0,3.0,4.0,4.0,34.667,0,2,0,$0.00,0,0,1911
1979,False,4.0,2.0,4.0,4.0,55.333,4,1,1,$12285.00,0,1,1912
1980,False,2.0,1.0,5.0,5.0,181.333,4,3,2,$10953.00,0,2,1913
1981,False,2.0,1.0,5.0,5.0,110.0,12,5,3,$24700.00,0,3,1914
1982,False,5.0,4.0,5.0,5.0,34.0,5,1,0,$0.00,0,0,1915
1983,False,1.0,1.0,3.0,3.0,132.0,7,6,3,$16543.00,0,3,1916
1984,False,5.0,4.0,3.0,3.0,27.333,1,1,1,$1170.00,0,1,1917
1985,False,4.0,3.0,5.0,5.0,44.667,1,0,0,$0.00,0,0,1918
1986,False,4.0,3.0,3.0,4.0,40.667,1,0,0,$0.00,0,0,1919
1987,False,4.0,3.0,3.0,2.0,45.333,1,5,0,$0.00,0,0,1920
1988,False,2.0,1.0,4.0,4.0,187.833,2,7,3,$28600.00,1,4,1921
1989,False,1.0,1.0,3.0,2.0,113.333,20,7,3,$27463.00,0,3,1922
1990,False,3.0,3.0,3.0,5.0,46.0,0,1,0,$0.00,0,0,1923
1991,False,5.0,5.0,5.0,5.0,18.0,1,0,0,$0.00,0,0,1924
1992,False,4.0,3.0,3.0,3.0,36.667,1,2,2,$2875.00,0,2,1925
1993,False,3.0,3.0,3.0,4.0,42.667,2,3,0,$0.00,0,0,1926
1994,False,2.0,1.0,4.0,4.0,97.333,9,5,2,$7638.00,0,2,1927
1996,False,3.0,3.0,4.0,3.0,40.667,3,2,0,$0.00,0,0,1928
1997,False,3.0,3.0,3.0,3.0,34.667,7,2,1,$6500.00,0,1,1929
1998,False,3.0,3.0,3.0,4.0,39.333,3,2,0,$0.00,0,0,1930
1999,False,4.0,3.0,3.0,5.0,36.0,2,9,0,$0.00,0,0,1931
2000,False,3.0,2.0,5.0,5.0,73.333,2,2,1,$1170.00,0,1,1932
2001,False,4.0,4.0,4.0,5.0,32.0,1,5,0,$0.00,0,0,1933
2002,False,3.0,2.0,4.0,5.0,66.0,5,1,1,$12285.00,0,1,1934
2003,False,4.0,3.0,4.0,5.0,37.333,0,0,0,$0.00,0,0,1935
2004,False,2.0,2.0,3.0,5.0,46.667,2,1,1,$11550.00,0,1,1936
2005,False,2.0,2.0,5.0,5.0,50.0,0,3,0,$0.00,0,0,1937
2006,False,5.0,4.0,2.0,3.0,26.667,2,0,0,$0.00,0,0,1938
2007,False,4.0,3.0,3.0,3.0,26.667,0,7,0,$0.00,0,0,1939
2008,False,3.0,3.0,4.0,4.0,34.0,0,3,1,$910.00,0,1,1940
2009,False,4.0,2.0,4.0,3.0,51.333,0,13,2,$17030.00,0,2,1941
2011,False,3.0,3.0,3.0,2.0,31.333,0,6,0,$0.00,0,0,1942
2012,False,2.0,2.0,1.0,1.0,45.333,0,1,0,$0.00,0,0,1943
2013,False,2.0,1.0,4.0,4.0,61.333,0,4,4,$8300.00,1,5,1944
2014,False,2.0,2.0,3.0,3.0,44.0,0,0,0,$0.00,0,0,1945
2015,False,1.0,1.0,2.0,2.0,112.667,0,6,1,$27950.00,0,1,1946
2016,False,3.0,3.0,3.0,2.0,22.0,0,1,0,$0.00,0,0,1947
2017,False,3.0,3.0,3.0,2.0,26.667,0,0,0,$0.00,0,0,1948
2018,False,5.0,4.0,3.0,3.0,18.667,0,1,0,$0.00,0,0,1949
2020,False,2.0,2.0,3.0,3.0,38.667,0,2,0,$0.00,0,0,1950
2021,False,2.0,2.0,3.0,3.0,35.333,0,9,1,$6110.00,0,1,1951
2022,False,2.0,1.0,3.0,3.0,68.667,0,4,0,$0.00,0,0,1952
2023,False,3.0,3.0,3.0,3.0,24.667,0,1,0,$0.00,0,0,1953
2024,False,4.0,2.0,4.0,3.0,45.333,0,9,0,$0.00,0,0,1954
2025,False,1.0,1.0,3.0,3.0,72.0,0,11,0,$0.00,0,0,1955
2027,False,5.0,4.0,5.0,5.0,11.333,0,2,0,$0.00,0,0,1956
2028,False,5.0,4.0,5.0,5.0,14.0,0,0,0,$0.00,0,0,1957
2029,False,1.0,1.0,4.0,3.0,74.0,0,30,7,$46013.00,1,8,1958
2030,False,4.0,3.0,3.0,3.0,28.667,0,5,0,$0.00,0,0,1959
2031,False,3.0,2.0,3.0,3.0,45.333,0,0,1,$9100.00,0,1,1960
2032,False,2.0,1.0,3.0,3.0,344.667,0,5,4,$382480.00,2,6,1961
2033,False,3.0,3.0,2.0,1.0,25.333,0,1,0,$0.00,0,0,1962
2034,False,2.0,1.0,4.0,3.0,108.833,0,2,4,$220778.00,0,4,1963
2035,False,5.0,5.0,4.0,3.0,9.333,0,1,0,$0.00,0,0,1964
2036,False,3.0,3.0,3.0,3.0,31.333,0,1,1,$55575.00,0,1,1965
2037,False,3.0,2.0,4.0,4.0,36.0,0,5,1,$19500.00,0,1,1966
2038,False,2.0,1.0,4.0,3.0,114.333,0,5,1,$60320.00,0,1,1967
2039,False,5.0,4.0,3.0,2.0,17.333,0,1,0,$0.00,0,0,1968
2040,False,4.0,3.0,4.0,4.0,24.0,0,5,1,$2015.00,0,1,1969
2041,False,5.0,3.0,4.0,3.0,23.333,0,0,0,$0.00,0,0,1970
2042,False,4.0,2.0,4.0,5.0,47.333,0,0,0,$0.00,0,0,1971
2043,False,3.0,2.0,4.0,4.0,50.0,0,4,0,$0.00,0,0,1972
2044,False,3.0,3.0,3.0,4.0,35.667,2,0,0,$0.00,0,0,1973
2045,False,4.0,4.0,3.0,2.0,21.333,0,2,0,$0.00,0,0,1974
2046,False,1.0,1.0,3.0,2.0,95.333,8,9,0,$0.00,0,0,1975
2047,False,2.0,1.0,4.0,4.0,74.0,6,5,1,$1300.00,0,1,1976
2048,False,5.0,4.0,4.0,5.0,22.667,1,0,0,$0.00,0,0,1977
2049,False,3.0,2.0,5.0,5.0,52.0,0,9,1,$1885.00,1,2,1978
2050,False,4.0,2.0,4.0,3.0,36.667,0,1,0,$0.00,0,0,1979
2051,False,2.0,2.0,3.0,2.0,36.0,0,1,0,$0.00,0,0,1980
2052,False,3.0,2.0,3.0,3.0,50.0,3,1,2,$2600.00,0,2,1981
2053,False,3.0,3.0,3.0,4.0,35.333,1,4,0,$0.00,0,0,1982
2054,False,5.0,5.0,5.0,5.0,13.333,0,2,0,$0.00,0,0,1983
2055,False,5.0,3.0,4.0,4.0,34.0,2,3,0,$0.00,0,0,1984
2056,False,4.0,3.0,4.0,5.0,25.333,0,8,1,$7410.00,0,1,1985
2057,False,5.0,4.0,5.0,5.0,26.667,2,1,1,$1300.00,0,1,1986
2058,False,5.0,4.0,4.0,5.0,19.333,0,1,0,$0.00,0,0,1987
2059,False,1.0,1.0,2.0,1.0,69.333,0,5,0,$0.00,0,0,1988
2060,False,3.0,2.0,5.0,5.0,50.0,1,3,0,$0.00,1,1,1989
2061,False,1.0,1.0,3.0,3.0,72.667,4,2,1,$1300.00,0,1,1990
2062,False,4.0,2.0,5.0,5.0,49.333,5,1,2,$13553.00,0,2,1991
2063,False,5.0,4.0,5.0,5.0,31.333,8,2,1,$5850.00,0,1,1992
2064,False,5.0,3.0,4.0,4.0,37.333,2,1,0,$0.00,0,0,1993
2065,False,5.0,4.0,5.0,5.0,26.0,1,2,0,$0.00,0,0,1994
2066,False,3.0,2.0,4.0,5.0,67.333,7,2,0,$0.00,0,0,1995
2067,False,4.0,3.0,4.0,5.0,46.0,11,3,1,$5460.00,0,1,1996
2068,False,2.0,3.0,3.0,2.0,24.667,0,1,0,$0.00,0,0,1997
2069,False,5.0,4.0,4.0,4.0,34.667,2,0,0,$0.00,0,0,1998
2070,False,4.0,2.0,4.0,5.0,54.0,4,2,0,$0.00,0,0,1999
2071,False,3.0,3.0,3.0,3.0,43.333,2,2,2,$3315.00,0,2,2000
2072,False,4.0,4.0,4.0,3.0,13.333,0,0,1,$2405.00,0,1,2001
2073,False,3.0,3.0,3.0,3.0,33.333,0,1,1,$7280.00,0,1,2002
2074,False,5.0,3.0,4.0,3.0,38.667,3,1,1,$2000.00,0,1,2003
2075,False,1.0,1.0,3.0,3.0,96.833,4,10,3,$7475.00,0,3,2004
2076,False,5.0,5.0,3.0,4.0,18.667,3,2,0,$0.00,0,0,2005
2077,False,1.0,1.0,4.0,5.0,83.333,6,6,2,$31330.00,0,2,2006
2078,False,5.0,3.0,4.0,4.0,42.667,4,7,0,$0.00,0,0,2007
2079,False,4.0,3.0,,,26.0,0,0,1,$975.00,0,1,2008
2081,False,5.0,5.0,5.0,5.0,10.667,0,0,0,$0.00,0,0,2009
2082,False,3.0,3.0,3.0,2.0,24.0,0,1,0,$0.00,0,0,2010
2083,False,5.0,4.0,5.0,5.0,20.0,1,0,0,$0.00,0,0,2011
2084,False,1.0,2.0,3.0,3.0,69.333,9,3,3,$16205.00,0,3,2012
2085,False,4.0,3.0,4.0,4.0,38.667,3,1,2,$2795.00,0,2,2013
2086,False,5.0,4.0,5.0,5.0,25.333,2,4,0,$0.00,0,0,2014
2087,False,2.0,1.0,4.0,5.0,86.0,4,2,2,$6900.00,0,2,2015
2088,False,3.0,2.0,4.0,4.0,62.667,1,2,2,$24255.00,0,2,2016
2089,False,2.0,1.0,5.0,5.0,156.667,9,4,2,$16055.00,0,2,2017
2090,False,3.0,2.0,4.0,4.0,58.0,2,4,0,$0.00,0,0,2018
2091,False,5.0,4.0,4.0,5.0,25.333,2,1,0,$0.00,0,0,2019
2092,False,2.0,1.0,5.0,5.0,94.833,3,2,1,$3900.00,0,1,2020
2093,False,4.0,3.0,4.0,4.0,37.333,3,4,0,$0.00,0,0,2021
2094,False,5.0,3.0,4.0,5.0,36.667,1,1,0,$0.00,0,0,2022
2095,False,5.0,5.0,5.0,5.0,0.0,0,0,0,$0.00,0,0,2023
2096,False,4.0,4.0,4.0,4.0,18.0,0,1,0,$0.00,0,0,2024
2098,False,5.0,4.0,5.0,5.0,20.0,1,1,0,$0.00,0,0,2025
2099,False,3.0,2.0,4.0,4.0,62.667,5,3,1,$4225.00,1,2,2026
2100,False,4.0,2.0,4.0,4.0,48.667,5,5,2,$16153.00,0,2,2027
2101,False,4.0,4.0,3.0,3.0,26.0,0,2,0,$0.00,0,0,2028
2102,False,4.0,4.0,3.0,3.0,30.667,2,2,1,$1170.00,0,1,2029
2103,False,2.0,1.0,4.0,3.0,72.0,5,6,0,$0.00,0,0,2030
2104,False,5.0,5.0,4.0,4.0,12.0,1,0,0,$0.00,0,0,2031
2105,False,4.0,3.0,4.0,4.0,37.333,1,2,0,$0.00,0,0,2032
2106,False,1.0,1.0,3.0,3.0,348.0,6,8,2,$61556.00,1,3,2033
2107,False,2.0,1.0,4.0,4.0,81.333,6,3,4,$21900.00,0,4,2034
2108,False,2.0,1.0,5.0,5.0,86.667,3,4,2,$17518.00,0,2,2035
2109,False,3.0,2.0,4.0,4.0,46.667,3,2,2,$8223.00,0,2,2036
2110,False,2.0,1.0,2.0,4.0,108.667,3,6,0,$0.00,1,1,2037
2112,False,4.0,4.0,4.0,4.0,26.0,5,1,1,$1170.00,0,1,2038
2113,False,2.0,1.0,4.0,4.0,112.667,3,4,2,$18200.00,0,2,2039
2114,False,1.0,1.0,3.0,3.0,129.333,1,17,1,$34223.00,0,1,2040
2115,False,5.0,4.0,4.0,5.0,49.333,0,2,0,$0.00,0,0,2041
2116,False,4.0,4.0,4.0,4.0,52.0,0,3,0,$0.00,0,0,2042
2118,False,2.0,2.0,3.0,4.0,89.333,0,10,0,$0.00,0,0,2043
2119,False,1.0,1.0,3.0,3.0,104.667,0,4,1,$5500.00,0,1,2044
2120,False,3.0,3.0,2.0,2.0,27.333,0,6,2,$19013.00,0,2,2045
2121,False,5.0,4.0,4.0,4.0,52.0,2,5,0,$0.00,0,0,2046
2122,False,2.0,2.0,3.0,2.0,49.333,0,2,0,$0.00,0,0,2047
2124,False,5.0,4.0,3.0,4.0,57.333,0,1,0,$0.00,0,0,2048
2125,False,3.0,3.0,3.0,2.0,73.333,4,6,0,$0.00,1,1,2049
2126,False,5.0,4.0,4.0,4.0,12.667,0,0,0,$0.00,0,0,2050
2127,False,4.0,3.0,4.0,4.0,34.0,0,3,0,$0.00,0,0,2051
2128,False,1.0,1.0,3.0,3.0,181.333,2,2,0,$0.00,1,1,2052
2129,False,2.0,1.0,4.0,3.0,36.0,0,0,0,$0.00,0,0,2053
2130,False,1.0,1.0,3.0,4.0,76.5,0,0,0,$0.00,0,0,2054
2131,False,5.0,3.0,4.0,4.0,24.667,0,1,0,$0.00,0,0,2055
2132,False,5.0,4.0,4.0,4.0,20.0,0,0,1,$4160.00,0,1,2056
2133,False,4.0,3.0,3.0,3.0,14.667,0,0,0,$0.00,0,0,2057
2134,False,4.0,4.0,2.0,2.0,12.667,0,2,0,$0.00,0,0,2058
2135,False,3.0,3.0,3.0,3.0,28.0,0,6,1,$6000.00,0,1,2059
2136,False,5.0,5.0,4.0,3.0,0.0,0,0,0,$0.00,0,0,2060
2137,False,4.0,4.0,4.0,4.0,50.667,2,4,0,$0.00,0,0,2061
2138,False,4.0,4.0,3.0,3.0,54.667,0,5,0,$0.00,0,0,2062
2139,False,5.0,3.0,5.0,5.0,58.667,2,4,1,$4550.00,0,1,2063
2140,False,5.0,3.0,5.0,5.0,74.0,0,0,0,$0.00,0,0,2064
2141,False,5.0,3.0,4.0,4.0,55.333,0,0,0,$0.00,0,0,2065
2142,False,5.0,5.0,5.0,5.0,44.0,0,0,0,$0.00,0,0,2066
2143,False,5.0,5.0,5.0,5.0,29.333,1,0,0,$0.00,0,0,2067
2144,False,4.0,4.0,4.0,4.0,12.0,0,0,0,$0.00,0,0,2068
2145,False,4.0,2.0,4.0,4.0,81.333,0,4,0,$0.00,0,0,2069
2146,False,2.0,2.0,4.0,4.0,48.0,0,6,0,$0.00,0,0,2070
2148,False,2.0,1.0,3.0,5.0,118.667,1,0,0,$0.00,0,0,2071
2149,False,3.0,2.0,4.0,3.0,40.667,0,6,4,$32400.00,0,4,2072
2150,False,4.0,4.0,4.0,4.0,18.0,0,0,0,$0.00,0,0,2073
2151,False,2.0,1.0,4.0,4.0,78.333,0,0,2,$11228.00,0,2,2074
2152,False,2.0,2.0,3.0,3.0,52.0,0,7,1,$10140.00,0,1,2075
2153,False,4.0,3.0,,,24.667,0,3,0,$0.00,0,0,2076
2154,False,4.0,3.0,4.0,4.0,26.0,0,4,0,$0.00,0,0,2077
2155,False,4.0,4.0,4.0,4.0,20.0,0,1,0,$0.00,0,0,2078
2156,False,3.0,4.0,4.0,3.0,14.667,0,0,0,$0.00,0,0,2079
2157,False,1.0,1.0,3.0,4.0,89.833,3,0,5,$20976.00,0,5,2080
2158,False,4.0,3.0,3.0,2.0,31.333,0,7,0,$0.00,0,0,2081
2159,False,2.0,1.0,3.0,3.0,86.667,0,9,0,$0.00,0,0,2082
2160,False,3.0,4.0,4.0,4.0,18.667,0,1,0,$0.00,0,0,2083
2161,False,3.0,2.0,3.0,2.0,38.667,0,3,0,$0.00,0,0,2084
2162,False,5.0,3.0,4.0,3.0,30.0,0,0,0,$0.00,0,0,2085
2163,False,2.0,1.0,4.0,4.0,57.333,0,16,1,$7508.00,0,1,2086
2164,False,5.0,4.0,3.0,2.0,18.667,0,4,0,$0.00,0,0,2087
2165,False,3.0,3.0,3.0,2.0,32.0,0,0,0,$0.00,0,0,2088
2166,False,4.0,3.0,4.0,3.0,31.333,0,3,0,$0.00,0,0,2089
2167,False,4.0,4.0,4.0,4.0,16.667,0,2,0,$0.00,0,0,2090
2168,False,5.0,5.0,3.0,5.0,9.333,1,0,0,$0.00,0,0,2091
2169,False,5.0,4.0,5.0,5.0,16.667,0,0,0,$0.00,0,0,2092
2170,False,4.0,3.0,4.0,4.0,24.0,0,10,1,$1820.00,0,1,2093
2171,False,3.0,3.0,3.0,3.0,25.333,0,0,0,$0.00,0,0,2094
2172,False,4.0,2.0,4.0,4.0,37.333,0,5,1,$1235.00,0,1,2095
2173,False,5.0,4.0,4.0,4.0,52.0,1,7,0,$0.00,0,0,2096
2174,False,4.0,3.0,5.0,5.0,78.0,0,6,0,$0.00,0,0,2097
2175,False,4.0,4.0,4.0,5.0,51.333,0,3,0,$0.00,0,0,2098
2176,False,2.0,1.0,4.0,5.0,118.667,10,31,0,$0.00,0,0,2099
2177,False,3.0,3.0,4.0,5.0,78.0,0,1,0,$0.00,1,1,2100
2178,False,2.0,2.0,2.0,4.0,83.333,1,3,0,$0.00,0,0,2101
2179,False,3.0,2.0,4.0,3.0,90.667,1,2,0,$0.00,0,0,2102
2180,False,4.0,3.0,4.0,4.0,66.0,0,4,0,$0.00,0,0,2103
2181,False,4.0,3.0,5.0,5.0,65.333,3,3,0,$0.00,0,0,2104
2182,False,3.0,2.0,5.0,5.0,92.667,9,18,1,$78650.00,0,1,2105
2183,False,2.0,1.0,5.0,5.0,102.0,0,0,0,$0.00,0,0,2106
2184,False,5.0,3.0,5.0,5.0,74.667,0,0,0,$0.00,0,0,2107
2185,False,3.0,2.0,5.0,5.0,97.333,2,11,2,$28795.00,1,3,2108
2186,False,5.0,3.0,4.0,5.0,65.0,0,10,0,$0.00,0,0,2109
2187,False,2.0,1.0,5.0,5.0,122.0,2,4,0,$0.00,0,0,2110
2188,False,5.0,5.0,5.0,5.0,32.0,0,0,0,$0.00,0,0,2111
2189,False,2.0,1.0,5.0,5.0,381.667,1,1,0,$0.00,1,1,2112
2190,False,5.0,4.0,5.0,5.0,58.0,1,4,0,$0.00,0,0,2113
2191,False,2.0,2.0,3.0,3.0,100.667,2,1,0,$0.00,0,0,2114
2192,False,5.0,4.0,4.0,5.0,43.333,0,2,0,$0.00,0,0,2115
2193,False,4.0,3.0,5.0,5.0,79.333,0,0,0,$0.00,0,0,2116
2194,False,3.0,2.0,4.0,4.0,146.667,7,1,1,$114400.00,1,2,2117
2195,False,4.0,2.0,5.0,5.0,185.0,1,3,0,$0.00,2,2,2118
2196,False,5.0,4.0,5.0,5.0,50.667,0,0,0,$0.00,0,0,2119
2197,False,5.0,5.0,5.0,5.0,12.667,0,0,0,$0.00,0,0,2120
2198,False,5.0,4.0,5.0,5.0,36.667,0,0,0,$0.00,0,0,2121
2199,False,5.0,4.0,4.0,4.0,39.333,0,4,0,$0.00,0,0,2122
2201,False,5.0,3.0,4.0,5.0,66.333,0,0,0,$0.00,1,1,2123
2202,False,2.0,1.0,4.0,4.0,248.0,8,8,2,$421039.00,2,4,2124
2203,False,3.0,2.0,2.0,4.0,111.333,4,3,0,$0.00,1,1,2125
2204,False,1.0,2.0,2.0,1.0,48.0,0,3,0,$0.00,0,0,2126
2206,False,1.0,2.0,3.0,3.0,50.667,0,5,1,$13500.00,0,1,2127
2207,False,5.0,4.0,4.0,3.0,16.667,0,0,0,$0.00,0,0,2128
2208,False,1.0,1.0,2.0,1.0,92.167,0,10,2,$70233.00,0,2,2129
2209,False,5.0,5.0,5.0,5.0,11.333,0,1,0,$0.00,0,0,2130
2210,False,2.0,1.0,4.0,4.0,69.167,0,3,1,$238875.00,0,1,2131
2211,False,5.0,5.0,4.0,3.0,8.667,0,2,0,$0.00,0,0,2132
2212,False,2.0,2.0,2.0,2.0,42.667,0,7,1,$15411.00,0,1,2133
2213,False,3.0,3.0,3.0,3.0,26.0,0,3,0,$0.00,0,0,2134
2214,False,3.0,2.0,4.0,3.0,45.333,0,24,1,$7800.00,0,1,2135
2215,False,4.0,3.0,4.0,4.0,33.333,0,7,2,$22830.00,0,2,2136
2216,False,4.0,4.0,4.0,4.0,14.667,0,3,0,$0.00,0,0,2137
2217,False,2.0,2.0,3.0,2.0,45.333,0,10,0,$0.00,0,0,2138
2218,False,2.0,1.0,4.0,4.0,76.667,0,3,3,$26618.00,0,3,2139
2219,False,2.0,2.0,3.0,3.0,36.0,0,4,0,$0.00,0,0,2140
2220,False,2.0,1.0,4.0,4.0,80.667,0,3,0,$0.00,1,1,2141
2221,False,2.0,1.0,4.0,4.0,58.0,0,6,2,$12960.00,0,2,2142
2222,False,5.0,5.0,4.0,4.0,10.0,0,1,0,$0.00,0,0,2143
2223,False,1.0,1.0,3.0,3.0,66.667,0,6,4,$12862.00,0,4,2144
2225,False,2.0,1.0,4.0,3.0,83.333,0,4,1,$6435.00,0,1,2145
2228,False,2.0,1.0,4.0,3.0,369.5,0,23,2,$63450.00,1,3,2146
2229,False,5.0,5.0,4.0,4.0,4.0,0,2,0,$0.00,0,0,2147
2231,False,4.0,3.0,3.0,2.0,24.667,0,0,1,$8385.00,0,1,2148
2232,False,2.0,1.0,4.0,3.0,73.333,0,15,2,$11830.00,0,2,2149
2233,False,2.0,2.0,2.0,2.0,50.667,0,9,1,$7215.00,0,1,2150
2234,False,2.0,2.0,3.0,2.0,48.667,0,8,1,$1900.00,0,1,2151
2235,False,2.0,1.0,4.0,4.0,79.0,0,17,3,$126620.00,1,4,2152
2236,False,4.0,3.0,3.0,3.0,28.667,0,0,0,$0.00,0,0,2153
2237,False,2.0,1.0,4.0,4.0,72.667,0,7,0,$0.00,0,0,2154
2238,False,1.0,1.0,3.0,2.0,100.0,0,9,0,$0.00,0,0,2155
2239,False,2.0,1.0,4.0,4.0,106.0,0,15,0,$0.00,0,0,2156
2240,False,2.0,1.0,4.0,3.0,120.333,0,17,2,$40750.00,1,3,2157
2241,False,3.0,3.0,3.0,3.0,28.667,0,0,0,$0.00,0,0,2158
2242,False,5.0,4.0,4.0,4.0,21.333,0,1,0,$0.00,0,0,2159
2243,False,3.0,2.0,3.0,2.0,44.667,0,2,0,$0.00,0,0,2160
2244,False,5.0,5.0,4.0,4.0,9.333,0,0,0,$0.00,0,0,2161
2245,False,5.0,4.0,4.0,4.0,19.333,0,2,4,$9555.00,1,5,2162
2246,False,1.0,2.0,3.0,3.0,48.667,0,8,1,$9555.00,1,2,2163
2247,False,1.0,1.0,4.0,3.0,56.667,0,1,0,$0.00,0,0,2164
2248,False,3.0,3.0,4.0,3.0,25.333,0,1,0,$0.00,0,0,2165
2251,False,5.0,4.0,4.0,4.0,20.0,0,4,0,$0.00,0,0,2166
2252,False,2.0,1.0,4.0,3.0,56.667,0,1,1,$2200.00,0,1,2167
2253,False,2.0,1.0,2.0,2.0,64.667,0,6,1,$8385.00,0,1,2168
2255,False,2.0,2.0,3.0,3.0,41.333,0,6,0,$0.00,0,0,2169
2256,False,4.0,2.0,4.0,4.0,36.667,0,2,2,$3900.00,0,2,2170
2257,False,2.0,1.0,4.0,5.0,63.333,0,9,1,$23595.00,1,2,2171
2258,False,5.0,4.0,3.0,2.0,17.333,0,2,0,$0.00,0,0,2172
2259,False,2.0,1.0,4.0,4.0,56.0,0,9,0,$0.00,0,0,2173
2260,False,1.0,1.0,4.0,3.0,113.333,0,10,1,$75770.00,0,1,2174
2261,False,3.0,2.0,4.0,4.0,49.667,0,5,0,$0.00,0,0,2175
2262,False,5.0,4.0,4.0,3.0,18.667,0,0,0,$0.00,0,0,2176
2263,False,2.0,1.0,4.0,4.0,153.0,0,19,1,$86450.00,0,1,2177
2264,False,5.0,4.0,4.0,3.0,22.0,0,2,0,$0.00,0,0,2178
2265,False,3.0,3.0,3.0,3.0,32.0,0,0,0,$0.00,0,0,2179
