,Provider State,Provider Zip Code
11161,PA,19468
11163,PA,15522
11167,PA,17059
11169,PA,16262
11170,PA,17603
11171,PA,18018
11172,PA,15090
11175,PA,15537
11177,PA,16502
11178,PA,17555
11179,PA,19126
11183,PA,17078
11184,PA,17931
11186,PA,17901
11187,PA,15668
11189,PA,18017
11191,PA,18634
11193,PA,18603
11195,PA,16830
11196,PA,19023
11198,PA,18847
11200,PA,18407
11201,PA,18657
11203,PA,19076
11205,PA,16255
11206,PA,17509
11207,PA,19073
11209,PA,18951
11211,PA,18848
11212,PA,19344
11218,PA,19123
11219,PA,18701
11220,PA,18447
11221,PA,19436
11222,PA,19526
11225,PA,19047
11227,PA,18201
11231,PA,17764
11232,PA,17837
11233,PA,16652
11234,PA,19128
11236,PA,19056
11237,PA,19001
11238,PA,18218
11239,PA,17972
11240,PA,15010
11243,PA,19038
11244,PA,16038
11246,PA,19007
11247,PA,17361
11248,PA,17313
11249,PA,19148
11250,RI,2891
11251,PA,16371
11252,PA,18707
11253,PA,18517
11254,RI,2915
11255,RI,2919
11259,RI,2886
11260,PA,15024
11261,PR,693
11262,PA,18964
11263,PA,16254
11264,RI,2895
11265,RI,2917
11266,RI,2861
11267,PA,17022
11269,RI,2883
11270,PA,19143
11271,PA,16301
11276,RI,2864
11281,RI,2904
11282,RI,2920
11283,PA,16335
11284,RI,2852
11285,PA,15746
11288,PA,15143
11289,RI,2840
11290,PA,16055
11291,PA,18421
11292,RI,2825
11293,RI,2809
11297,PA,15552
11298,PA,15017
11300,PA,17976
11301,PA,16415
11305,PA,18073
11308,PA,19438
11309,PA,15063
11310,PA,15108
11311,PA,17851
11312,PA,15825
11314,PA,17878
11315,PA,15658
11319,RI,2914
11323,RI,2885
11324,PA,16662
11325,RI,2892
11327,PA,15301
11328,PA,18960
11329,PA,18643
11330,RI,2859
11333,PA,19034
11334,PA,19435
11337,PA,15132
11338,PA,16833
11339,RI,2907
11340,PA,17821
11342,PA,15767
11344,PA,19608
11346,PA,18255
11347,PA,15207
11350,PR,660
11351,PA,17981
11352,PA,17847
11353,RI,2860
11354,RI,2889
11355,PA,15044
11357,PA,15146
11360,PA,18612
11361,PA,15214
11362,PA,17756
11366,PA,19013
11367,PA,15370
11369,PA,16066
11370,PA,17261
11371,PA,17578
11372,PA,18337
11373,PA,18202
11378,RI,2818
11383,PA,18512
11384,PA,16866
11385,RI,2905
11387,RI,2908
11389,PA,19355
11390,RI,2842
11391,PA,16412
11392,RI,2909
11395,PA,18045
11398,RI,2893
11399,PA,16947
11404,PA,17845
11406,PA,18452
11407,PA,19103
11409,PA,15904
11410,PA,18640
11416,PA,16201
11420,PA,19606
11421,PA,17604
11422,WI,54022
11423,WI,54755
11425,WI,53209
11426,WI,54703
11427,PA,16023
11429,WI,53807
11430,PA,15212
11431,WI,53533
11433,PA,16146
11434,PA,15227
11435,WI,54915
11436,PA,19530
11437,WI,54421
11439,PA,19064
11441,PA,17243
11442,WI,54701
11444,PA,18064
11445,PA,19063
11446,WI,53805
11449,WI,54409
11450,WI,54868
11452,WI,54460
11454,WI,54021
11455,PA,19086
11456,WI,53225
11457,WI,54615
11458,PA,19104
11460,PA,15102
11463,PA,15122
11464,WI,54220
11465,WI,53221
11466,PA,19027
11467,WI,54963
11471,WI,54001
11473,WI,54216
11475,PA,15241
11477,PA,16037
11480,WI,54235
11487,WI,53547
11488,PA,18411
11490,WI,53226
11491,PA,15074
11492,PA,19422
11496,WI,53969
11497,WI,54403
11499,WI,53934
11500,WI,53813
11501,WI,53965
11502,WI,54929
11503,WI,54121
11504,WI,53565
11505,WI,53590
11506,WI,54410
11508,PA,18626
11513,WI,54481
11514,PA,17003
11515,WI,53705
11517,WI,53588
11518,WI,53530
11519,PA,16214
11520,WI,54806
11521,WI,53061
11523,WI,53956
11524,WI,54174
11529,WI,54880
11530,WI,54729
11531,PA,15666
11533,WI,53581
11535,WI,54401
11536,PA,17222
11539,RI,2816
11543,SC,29501
11554,PA,16505
11556,PA,18501
11557,PA,18472
11558,PA,19406
11563,RI,2828
11569,SC,29102
11574,PA,17257
11577,PA,19006
11580,PA,19050
11583,PA,16346
11585,SC,29512
11587,PA,15931
11588,PA,17815
11590,PA,16354
11591,RI,2838
11592,PA,18102
11594,SC,29115
11595,PA,19061
11596,PA,16105
11604,PA,18105
11605,PA,18062
11610,PA,15530
11611,PA,18616
11613,PA,17859
11614,RI,2906
11615,PA,19342
11618,PA,16601
11621,RI,2903
11622,RI,2863
11632,RI,2827
11633,PA,19114
11635,SC,29556
11639,SC,29505
11641,PA,19139
11642,PA,17777
11646,RI,2896
11652,PA,15928
11653,PA,15221
11656,TN,38320
11657,TN,37743
11659,PA,16512
11661,PA,19454
11663,TN,38562
11666,PA,17086
11668,PA,15644
11670,PA,19390
11672,TN,37801
11673,TN,38079
11675,TN,38464
11676,PA,18503
11679,PA,15236
11681,TN,37189
11682,PA,17557
11684,PA,15202
11685,TN,37830
11687,PA,19320
11688,PA,17036
11689,PA,18020
11691,TN,37766
11695,TN,37650
11701,PA,17023
11702,PA,17964
11705,TN,37762
11707,PA,18508
11710,TN,37760
11713,TN,37371
11714,TN,37664
11715,TN,37917
11716,PA,16803
11717,TN,37087
11720,TN,38018
11721,PA,15005
11722,PA,19078
11725,TN,38133
11726,PA,19154
11727,TN,37412
11728,TN,37756
11730,PA,15901
11731,TN,37807
11733,PA,15101
11734,TN,37752
11736,PA,18810
11737,TN,37218
11738,TN,37215
11744,TN,37315
11747,TN,37352
11748,PA,15213
11749,TN,37923
11750,PR,717
11751,TN,37769
11755,PA,18055
11761,PA,15946
11763,PA,15683
11767,SD,57469
11768,SC,29464
11769,SD,57747
11770,SC,29204
11771,SC,29020
11773,SC,29609
11774,SC,29624
11775,SC,29303
11776,SC,29835
11777,SC,29169
11778,SD,57226
11779,SC,29349
11780,SC,29621
11781,SD,57382
11782,SC,29526
11783,TN,37804
11784,SC,29477
11785,SC,29841
11786,SC,29611
11787,SC,29488
11788,SC,29407
11790,SC,29745
11791,SC,29918
11792,SC,29440
11793,SC,29148
11794,SC,29532
11795,SC,29307
11796,SC,29928
11797,SC,29340
11798,SC,29655
11799,SC,29543
11800,SC,29223
11801,SC,29130
11802,SC,29325
11803,SC,29690
11805,SD,57472
11806,SD,57567
11807,SC,29138
11808,SC,29646
11810,SC,29708
11811,TN,37110
11812,SC,29650
11813,SC,29485
11817,TN,37091
11818,SD,57078
11821,SC,29721
11822,SC,29640
11823,SC,29483
11824,SC,29620
11826,TN,37130
11827,SC,29671
11828,SC,29651
11831,SC,29801
11832,SD,57070
11834,SD,57260
11836,SC,29732
11837,SC,29177
11838,SC,29607
11839,SC,29302
11841,SC,29812
11844,SD,57104
11848,SD,57252
11849,SC,29108
11850,SC,29615
11851,TN,37916
11852,TN,38358
11853,SC,29579
11855,TN,37879
11856,TN,37403
11857,SC,29203
11858,SC,29577
11859,SC,29617
11860,SD,57366
11861,SC,29909
11862,SD,57279
11863,SC,29572
11864,SC,29678
11865,SC,29720
11867,SC,29901
11868,SD,57045
11872,TN,37404
11873,SD,57005
11875,SC,29673
11876,SC,29150
11879,SC,29010
11880,SC,29682
11881,SC,29560
11883,SC,29388
11884,SC,29681
11886,SC,29661
11888,TN,37115
11889,SC,29061
11891,SC,29414
11893,TN,37421
11894,SC,29406
11897,SC,29536
11900,SC,29576
11901,SC,29527
11902,SD,57350
11903,SC,29135
11904,TN,38501
11907,TN,37909
11908,SC,29585
11909,SC,29461
11910,SC,29672
11915,SC,29479
11918,SC,29360
11919,TN,38478
11920,SC,29520
11921,SC,29418
11922,SC,29926
11923,SC,29936
11926,SC,29827
11928,TN,37172
11931,SC,29644
11932,SC,29003
11933,SC,29210
11934,SD,57442
11935,SD,57069
11936,SD,57319
11937,SC,29154
11938,SD,57325
11940,SC,29506
11941,SC,29642
11942,SC,29625
11943,SD,57029
11944,SD,57022
11945,SD,57579
11950,SC,29601
11951,TN,38401
11955,SD,57543
11956,SC,29802
11957,SC,29803
11962,SC,29706
11963,SC,29588
11964,SC,29824
11965,SC,29229
11967,SC,29591
11968,SC,29569
11970,SC,29455
11971,SD,57030
11972,SD,57385
11975,SC,29379
11976,SD,57362
11977,SC,29405
11978,SC,29571
11979,SC,29574
11980,SC,29817
11986,SC,29551
11988,SD,57383
11989,SC,29305
11993,SD,57551
11995,SC,29072
11996,SC,29073
11997,TN,37055
12001,SD,57369
12002,TN,37303
12005,TN,37601
12006,SC,29853
12007,TN,37398
12008,SD,57701
12010,SD,57501
12011,TN,37321
12012,SD,57037
12013,SD,57025
12014,SD,57702
12015,SD,57225
12017,SD,57785
12018,SD,57580
12019,SD,57013
12020,TN,37388
12021,TN,38372
12022,TN,37803
12024,TN,37033
12026,SD,57105
12027,SD,57349
12028,SD,57783
12029,TN,37642
12030,TN,38134
12031,TN,38116
12032,SD,57401
12033,SD,57445
12034,TN,37774
12035,SD,57356
12036,SD,57428
12037,TX,78624
12039,TN,37074
12040,TN,37841
12042,SD,57006
12043,SD,57601
12046,SD,57234
12047,SD,57248
12048,TN,37160
12050,TN,38242
12051,TN,37748
12052,TN,37367
12053,SD,57533
12054,SD,57276
12056,SD,57039
12057,SD,57345
12059,SD,57073
12060,TN,37185
12061,TX,77707
12062,SD,57059
12066,SD,57638
12067,SD,57221
12068,SD,57301
12069,SD,57004
12070,SD,57201
12071,TN,38008
12072,SD,57043
12073,SD,57717
12074,TN,38237
12076,SD,57219
12077,SD,57438
12079,SD,57274
12081,SD,57376
12083,SD,57430
12084,SD,57437
12085,SD,57451
12086,SD,57380
12087,SD,57103
12088,TX,76903
12089,TX,76504
12090,SD,57042
12091,SD,57328
12092,SD,57106
12093,SD,57730
12094,TN,37887
12097,SD,57212
12099,SD,57001
12100,SD,57761
12102,SD,57066
12103,TX,78130
12104,SD,57262
12106,TN,37311
12107,SD,57058
12109,SD,57014
12113,SD,57028
12114,SD,57231
12115,SD,57313
12116,TN,37617
12118,TN,37405
12119,TN,37771
12121,SD,57012
12123,TN,38135
12125,TN,38104
12126,TN,37166
12127,TN,37643
12128,TN,37030
12129,TN,37716
12131,TN,37167
12132,TN,37814
12133,TN,38583
12134,TN,37862
12135,TN,38115
12136,TN,37660
12138,TN,37683
12139,TN,38555
12142,TN,37334
12143,TN,37075
12144,TN,38119
12145,TN,38001
12147,TN,37381
12148,TN,37064
12149,TN,37312
12150,TN,37327
12151,TN,37918
12155,TN,37205
12157,TN,38301
12158,TN,37919
12159,TN,37604
12160,TN,37831
12161,TN,37620
12162,TN,37377
12163,TN,37142
12164,TN,37066
12166,TN,38111
12167,TN,38261
12169,TN,37058
12171,TN,37854
12172,TN,37211
12173,TN,38344
12175,TN,38506
12178,TN,38068
12180,TN,37013
12187,TN,37863
12188,TN,38107
12190,TN,38127
12191,TN,37043
12192,TN,38117
12195,TN,38570
12196,TN,38449
12199,TN,38063
12200,TN,38024
12201,TN,37379
12202,TN,37188
12203,TN,37326
12205,TN,38006
12207,TN,37203
12209,TN,38305
12210,TN,37922
12211,TN,38549
12213,TN,38351
12214,TN,38462
12219,TN,37354
12220,TN,38343
12222,TN,37190
12226,TN,38474
12230,TN,38225
12232,TN,38012
12233,TN,38556
12234,TN,37040
12236,TN,37083
12240,TN,38382
12242,TN,37343
12243,TN,37380
12244,TN,38080
12245,TN,37659
12247,TN,37331
12248,TN,38551
12250,TN,37363
12251,TN,38574
12252,TN,37355
12253,TN,38363
12254,TN,37705
12256,TN,37150
12257,TN,37356
12258,TN,38019
12259,TN,38201
12260,TN,37874
12262,TN,37127
12263,TN,37129
12267,TN,37687
12269,TN,37072
12270,TN,38036
12271,TN,37869
12272,TN,37061
12273,TN,37208
12274,TN,37015
12276,TN,37186
12277,TN,38585
12281,TN,37122
12282,TN,38329
12283,TN,37914
12284,TN,38109
12286,TN,37148
12288,TN,38310
12290,TN,37138
12291,TN,38053
12292,TN,38317
12298,TN,38375
12300,TN,38558
12301,WA,98027
12302,TX,78861
12303,TX,76135
12304,UT,84020
12305,UT,84105
12306,TX,79106
12308,VA,23220
12310,TX,75455
12311,TN,38251
12312,VA,22664
12313,TX,75231
12314,TX,78801
12316,VA,24523
12317,TN,37042
12320,UT,84120
12321,TX,77995
12322,TX,78589
12323,UT,84117
12324,TN,38103
12325,UT,84405
12326,TX,79935
12327,TX,78201
12328,TX,77598
12330,TN,38340
12331,UT,84403
12332,TX,75119
12333,TN,37725
12334,UT,84074
12335,UT,84107
12336,UT,84070
12337,TN,38330
12339,TX,75935
12341,VA,23149
12342,VA,22709
12343,TX,78520
12344,TX,78209
12345,TX,76108
12346,TN,38118
12347,UT,84604
12348,UT,84124
12349,TX,79556
12350,VA,22901
12352,UT,84062
12353,TX,75010
12354,WA,98902
12356,UT,84078
12357,TX,76543
12358,TX,79072
12359,TN,38108
12360,TX,76114
12361,TX,78239
12362,TX,76657
12363,UT,84109
12364,TN,37615
12365,TX,78411
12366,TX,79902
12367,TX,76710
12368,TX,76707
12369,UT,84501
12371,VA,24153
12372,UT,84321
12373,VA,22902
12374,WI,53149
12375,UT,84790
12376,TX,77619
12377,UT,84601
12381,TX,78222
12382,TX,76180
12383,UT,84088
12384,TX,75701
12386,TX,78332
12388,TN,37641
12389,VA,23111
12392,TX,75766
12393,WA,99207
12394,VA,23109
12395,VA,24368
12396,VA,20147
12397,TN,37920
12398,UT,84737
12399,TN,38017
12400,UT,84057
12401,TX,77802
12402,TN,37221
12403,VA,23225
12404,UT,84003
12406,TX,77036
12408,TX,78212
12410,TN,37096
12411,UT,84651
12412,UT,84102
12413,TX,76522
12414,TN,38485
12415,TN,37027
12416,VA,24018
12417,UT,84010
12418,VA,23462
12421,UT,84106
12422,TX,76502
12423,TN,37821
12424,UT,84721
12425,UT,84066
12426,TN,38138
12427,TN,37067
12428,VA,24354
12429,TN,37152
12430,UT,84302
12431,UT,84097
12433,UT,84341
12434,TX,76450
12435,TX,78240
12437,WA,98155
12438,TX,78501
12440,TX,78401
12441,TX,78026
12442,TN,37777
12443,VA,23092
12447,WA,98520
12449,TX,78216
12451,WA,98144
12452,UT,84115
12453,TN,37076
12455,UT,84648
12456,TX,76112
12457,TX,75021
12459,UT,84770
12462,VA,23456
12463,UT,84523
12464,TN,37214
12465,VA,23229
12466,TX,77566
12467,TX,75801
12469,TX,76550
12470,UT,84104
12471,TX,78521
12472,TX,79124
12474,TX,76021
12475,TX,79912
12478,TX,78550
12479,TX,76107
12480,TX,78229
12481,TX,76067
12482,TX,75150
12483,TX,75835
12484,TX,78681
12485,TX,76031
12486,TX,76712
12487,TX,78118
12488,TX,77469
12489,TX,78028
12490,TX,77090
12492,TX,77082
12493,TX,75233
12494,TX,75751
12495,TX,75904
12497,TX,76374
12499,TX,76837
12500,TX,76401
12502,TX,75146
12503,TX,78006
12504,TX,77087
12505,TX,75605
12506,TX,78336
12507,TX,76458
12508,TX,76442
12509,TX,77070
12510,TX,75482
12511,TX,75230
12512,TX,76012
12513,TX,77625
12514,TX,78404
12515,TX,78572
12516,TX,75965
12518,TX,75061
12520,TX,76028
12521,TX,76118
12522,TX,79936
12523,TX,77338
12524,TX,76210
12525,TX,78405
12527,TX,76133
12529,TX,76103
12530,TX,75041
12531,TX,76009
12532,TX,76132
12533,TX,76446
12534,TX,79019
12535,TX,76054
12537,TX,75670
12540,TX,76104
12541,TX,75460
12542,TX,78065
12543,TX,78230
12544,TX,77414
12545,TX,78722
12546,TX,75165
12549,TX,79765
12550,TX,78596
12552,TX,78945
12553,TX,77459
12554,TX,77488
12555,TX,76086
12556,TX,75115
12558,TX,77535
12560,TX,78224
12562,TX,78250
12563,TX,76201
12566,TX,75050
12567,TX,78380
12568,TX,77521
12569,TX,77449
12570,TX,75791
12571,TX,77064
12572,TX,78218
12574,TX,78061
12575,TX,78750
12578,TX,75020
12579,TX,77845
12580,TX,78102
12581,TX,77901
12585,TX,78221
12586,TX,78119
12587,TX,75964
12589,TX,75771
12590,TX,76531
12591,TX,76932
12593,TX,77437
12594,TX,79005
12595,TX,79410
12598,TX,77327
12599,TX,75652
12600,TX,75790
12601,TX,75103
12602,TX,78666
12603,TX,79414
12604,TX,78636
12605,TX,78704
12606,TX,79360
12607,TX,77365
12608,TX,77573
12609,TX,75211
12610,TX,79014
12614,TX,76301
12616,TX,79007
12617,TX,79331
12618,TX,78382
12619,TX,77401
12620,TX,79603
12621,TX,75442
12622,UT,84067
12623,UT,84015
12624,TX,76109
12625,TX,78956
12626,TX,75238
12627,TX,78676
12628,UT,84701
12630,TX,79528
12631,TX,77381
12632,TX,75758
12638,TX,79029
12639,TX,75633
12640,TX,75075
12641,TX,79081
12642,TX,77418
12643,TX,76943
12645,TX,75225
12646,TX,76230
12647,TX,78606
12648,TX,79336
12649,TX,78155
12651,TX,75426
12652,TX,75147
12653,TX,78757
12655,TX,78746
12656,TX,75142
12657,TX,76365
12658,TX,76634
12662,TX,76258
12664,TX,76384
12665,TX,77979
12666,TX,76011
12667,TX,76310
12669,TX,76051
12670,TX,76240
12671,TX,77024
12672,TX,76053
12673,TX,76048
12674,TX,78223
12676,UT,84123
12678,TX,76801
12680,TX,75088
12681,TX,79084
12686,UT,84511
12688,VT,5661
12689,UT,84129
12691,UT,84113
12692,VT,5156
12693,VT,5641
12694,UT,84532
12697,VA,20109
12699,VA,24540
12700,VT,5829
12702,VA,23451
12704,VT,5822
12706,UT,84119
12707,VT,5061
12708,VT,5851
12709,VT,5446
12711,VA,23228
12712,UT,84032
12713,VT,5408
12714,UT,84738
12715,VA,24501
12716,UT,84047
12717,UT,84065
12718,VT,5663
12722,VA,23602
12723,VA,23227
12724,VA,23233
12726,VA,23507
12727,VA,23803
12728,UT,84404
12729,VA,22204
12731,VT,5201
12734,VA,24503
12735,VA,24502
12737,UT,84121
12741,VT,5401
12742,VA,23502
12744,VT,5482
12746,VT,5701
12747,VA,24151
12749,VA,22302
12750,UT,84041
12751,VT,5753
12753,VA,24450
12754,UT,84337
12755,VA,22311
12756,VT,5841
12757,VA,23860
12758,VA,24505
12761,VA,24012
12763,VA,23454
12764,VT,5089
12765,VT,5301
12766,VT,5001
12767,VA,23320
12769,VA,22308
12770,VT,5855
12771,UT,84622
12772,UT,84624
12775,VA,22202
12776,VA,24014
12777,VA,22207
12778,VT,5478
12781,VA,22801
12786,VT,5839
12789,VT,5149
12791,VA,22030
12792,UT,84761
12793,VT,5819
12794,VA,23832
12796,VA,23834
12797,VT,5354
12798,UT,84095
12800,VA,24333
12802,UT,84660
12803,VA,23504
12805,VA,23414
12806,VA,22939
12807,VA,20176
12808,VA,23455
12809,VA,22015
12810,VA,24416
12811,VA,24343
12812,VA,20186
12813,VA,22911
12814,VA,23851
12816,VA,23055
12818,VA,22405
12819,VA,24422
12820,VA,24201
12821,VA,22407
12822,VA,22701
12823,VA,23662
12824,VA,24017
12825,VA,22306
12828,VA,24382
12829,VA,22603
12830,VA,24541
12831,VA,23464
12833,VA,24112
12834,VA,22443
12835,VA,23601
12836,VA,23063
12838,VA,22611
12839,VA,23413
12840,VA,23452
12841,VA,24522
12844,VA,22203
12845,VA,24016
12846,VA,24015
12849,VA,23901
12851,VA,23704
12852,VA,23185
12854,VA,24314
12855,VA,24319
12856,VA,22027
12857,VA,22835
12858,VA,23093
12860,VA,24528
12861,VA,23805
12862,VA,23226
12867,VA,24445
12868,VA,22903
12869,VA,24090
12870,VA,24055
12871,VA,24651
12872,VA,20164
12873,VA,23435
12874,VA,23847
12876,VA,24557
12877,VA,23970
12878,VA,23868
12880,VA,22060
12881,VA,23692
12883,VA,23947
12886,VA,23707
12887,VA,23112
12889,VA,20171
12891,VA,24219
12892,VA,22480
12894,VA,23113
12895,VA,22192
12896,VA,23701
12897,VA,24244
12898,VA,22844
12899,VA,24517
12900,VA,24402
12901,VA,22033
12903,VA,23890
12904,VA,23666
12905,VA,23434
12909,VA,22601
12911,VA,22980
12912,VA,23075
12913,VA,22041
12914,VA,22003
12915,VA,24614
12916,VA,24457
12919,VA,22406
12920,VA,20155
12922,VA,23505
12923,VA,24179
12926,VA,23188
12929,VA,23661
12930,VA,23509
12931,VA,22630
12932,VA,22560
12933,WA,98382
12934,VA,24060
12935,VA,24210
12936,VA,22960
12937,VA,24352
12938,VA,20110
12940,VA,23323
12944,VA,23421
12945,VA,24147
12947,WA,98034
12948,VA,22812
12949,VA,23235
12950,VA,23824
12951,VA,23924
12952,VA,23181
12953,VA,23430
12955,VA,22572
12956,WA,99114
12957,VA,24531
12959,VA,23238
12960,WA,98250
12961,WA,98284
12965,VA,24521
12966,VA,22482
12967,VA,22427
12970,VA,24171
12974,VA,22973
12975,VA,20165
12976,VA,24293
12977,VA,24301
12978,VA,22191
12979,VA,24212
12980,WA,98404
12983,VA,24091
12986,VA,24084
12989,VA,24266
12990,VA,23837
12991,VA,22485
12992,VA,22101
13000,WA,98110
13001,VA,23831
13002,VA,24401
13003,VA,24290
13004,VA,23927
13006,VA,23061
13007,VA,22150
13008,WA,98372
13009,WA,98037
13010,VA,24277
13011,VA,24348
13013,VA,24592
13014,VA,22031
13015,VA,22802
13018,WA,98604
13019,VA,23002
13021,VA,23116
13022,WA,98837
13023,VA,24141
13024,VA,23224
13025,VA,23487
13026,WA,99205
13028,VA,23060
13030,VA,24273
13032,VA,23005
13034,VA,23936
13035,WI,54848
13036,WA,99111
13037,WA,98310
13038,WI,54140
13039,WA,98230
13040,WI,53083
13041,WI,53074
13042,WA,98117
13043,WA,98664
13044,WA,98133
13045,WI,53950
13047,WI,53406
13048,WA,98239
13049,WA,98632
13050,WA,99202
13052,WI,53144
13053,WA,98029
13054,WA,98002
13055,WI,53081
13056,WA,98270
13059,WI,53066
13060,WI,54304
13061,WA,99324
13063,WA,98908
13064,WA,98004
13065,WA,98841
13066,WA,98942
13067,WA,98070
13069,WA,99344
13071,WA,98506
13072,WA,98683
13073,WA,98003
13074,WA,98405
13075,WA,98531
13077,WA,99301
13078,WA,98125
13079,WA,98499
13082,WA,98116
13084,WI,53220
13085,WI,54914
13086,WA,98948
13087,WA,99016
13088,WA,99223
13089,WA,98109
13090,WA,98607
13091,WA,98225
13092,WA,98366
13093,WA,98057
13094,WI,54840
13096,WA,98055
13097,WI,53143
13098,WI,54013
13099,WI,54911
13100,WI,54301
13104,WA,98273
13105,WA,98408
13106,WA,98584
13108,WI,53190
13109,WA,98203
13110,WA,98022
13111,WA,98264
13112,WI,53120
13114,WA,98146
13115,WA,98126
13116,WA,98502
13117,WI,53130
13119,WA,98663
13120,WA,98409
13123,WI,54935
13124,WA,99004
13125,WA,99362
13127,WA,98052
13128,WI,54665
13129,WA,99336
13130,WA,98233
13131,WA,99109
13132,WA,99337
13133,WA,98362
13134,WA,98226
13135,WA,99206
13138,WA,98221
13140,WA,98801
13141,WA,99208
13146,WI,53118
13147,WA,98951
13149,WI,54770
13150,WA,98103
13152,WI,54724
13153,WA,98674
13156,WA,98577
13157,WA,98201
13158,WI,54302
13160,WI,54891
13161,WA,98444
13163,WI,53219
13164,WA,98550
13165,WI,54501
13166,WA,98274
13167,WA,99033
13168,WI,54759
13169,WA,99216
13171,WA,98026
13172,WA,98815
13173,WA,98290
13174,WA,99155
13175,WA,99169
13176,WI,54115
13177,WA,98944
13178,WA,99163
13180,WA,98503
13181,WA,98926
13182,WA,99156
13183,WA,98272
13186,WA,98312
13188,WI,54961
13189,WA,99403
13191,WA,98851
13192,WA,99352
13194,WA,99218
13196,WA,98903
13197,WA,98208
13200,WA,98223
13202,WI,53147
13204,WA,98368
13207,WA,98122
13208,WA,98045
13209,WV,26757
13210,WA,98406
13211,WV,25855
13212,WV,26155
13213,WA,99203
13214,WV,26505
13215,WV,25276
13217,WV,26201
13218,WA,98112
13219,WV,26555
13220,WV,25801
13223,WA,98118
13224,WV,26554
13225,WA,98136
13226,WA,99328
13228,WV,26062
13229,WV,25271
13230,WV,26537
13232,WV,25526
13235,WV,26241
13236,WA,98373
13239,WV,24740
13240,WV,26354
13245,WV,26003
13250,WA,98292
13252,WA,98119
13254,WA,98104
13255,WA,98501
13256,WV,25320
13257,WV,26041
13258,WV,26101
13260,WV,25701
13264,WA,98198
13266,WV,25064
13267,WV,24986
13269,WA,98374
13270,WA,98563
13271,WA,98370
13272,WA,98108
13273,WV,25322
13274,WA,98335
13275,WA,98383
13276,WV,26351
13278,WA,98331
13279,WV,25832
13280,WA,98040
13282,WA,98558
13283,WA,98101
13285,WV,26651
13286,WV,25550
13287,WA,98855
13288,WV,26292
13289,WA,98467
13291,WV,25661
13295,WV,26104
13297,WA,98686
13299,WV,26508
13302,WA,98177
13303,WV,25404
13306,WV,26426
13307,WV,26847
13309,WA,98823
13311,WV,25304
13314,WA,98360
13315,WA,98031
13317,WA,98007
13318,WV,25727
13319,WA,98204
13320,WA,98812
13321,WV,26330
13322,WV,26601
13323,WV,26070
13324,WV,26038
13325,WV,26034
13326,WV,26250
13327,WV,26164
13328,WV,24954
13329,WV,25136
13331,WV,25523
13332,WV,25702
13333,WV,25411
13334,WV,26206
13335,WV,25601
13336,WV,26301
13337,WV,25812
13338,WV,25570
13340,WV,24836
13341,WV,25414
13342,WV,24901
13345,WV,24867
13346,WV,25311
13347,WV,26801
13349,WV,24701
13350,WV,25443
13351,WV,26807
13352,WV,26416
13353,WV,25309
13355,WV,26134
13357,WV,25510
13358,WV,25086
13362,WV,26175
13363,WV,26726
13364,WV,25951
13365,WV,25962
13366,WV,26261
13367,WV,26378
13368,WV,26037
13371,WV,25113
13372,WV,25901
13374,WV,26362
13376,WV,25840
13377,WV,25053
13378,WI,53562
13379,WI,53534
13381,WI,54601
13382,WI,53214
13383,WI,53511
13384,WI,53228
13385,WI,54981
13388,WI,53014
13389,WI,53916
13390,WI,53566
13391,WI,54901
13392,WV,26764
13393,WI,54469
13394,WI,53208
13395,WI,53703
13396,WV,26147
13397,WI,53572
13398,WI,53551
13399,WV,24801
13400,WI,53095
13401,WI,54494
13402,WI,54303
13403,WI,53073
13404,WI,53115
13405,WI,54470
13407,WI,54923
13411,WI,54669
13412,WI,54487
13413,WI,53573
13414,WI,54166
13416,WI,53597
13417,WI,53140
13418,WI,54949
13420,WI,53188
13423,WV,25302
13424,WI,53714
13425,WV,25287
13428,WI,54017
13429,WI,54983
13430,WI,53913
13431,WI,53818
13432,WI,53718
13433,WI,53227
13435,WI,53223
13436,WI,53202
13437,WI,53151
13440,WI,53538
13441,WI,53719
13442,WI,53211
13443,WI,53959
13444,WI,53711
13447,WI,53098
13449,WI,53191
13452,WI,54452
13453,WI,53549
13455,WI,54449
13457,WI,53142
13458,WI,54751
13460,WI,54984
13461,WI,54165
13462,WI,53536
13463,WI,53172
13466,WI,53403
13468,WI,53215
13470,WI,53963
13473,WI,53593
13476,WI,53925
13477,WI,53575
13483,WI,54028
13484,WI,53589
13485,WI,54871
13487,WI,54157
13490,WI,54476
13491,WI,53105
13492,WI,53555
13494,WI,54456
13495,WI,54956
13496,WI,53574
13497,WI,53129
13498,WI,54740
13500,WI,53045
13501,WI,53039
13503,WI,54015
13505,WI,54011
13507,WI,54650
13508,WI,54771
13509,WI,53186
13513,WI,53901
13515,WI,53525
13516,WI,54114
13517,WI,54534
13518,WI,53213
13520,WI,54660
13522,WI,54154
13524,WI,54722
13526,WI,54143
13528,WI,54002
13529,WI,53235
13530,WI,54151
13531,WI,54024
13532,WI,53948
13533,WI,54201
13534,WI,53515
13536,WI,53583
13537,WI,53086
13539,WI,53182
13540,WI,54945
13543,WI,54843
13545,WI,53821
13546,WI,53121
13547,WI,53809
13550,WI,54656
13552,WI,54971
13556,WI,54761
13559,WI,54952
13560,WI,54234
13561,WI,53222
13563,WI,53946
13564,WI,54520
13565,WI,54902
13566,WI,53929
13567,WI,53082
13569,WI,54720
13571,WI,54499
13573,WI,54742
