,Most Recent Health Inspection More Than 2 Years Ago,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties
8989,False,3.0,2.0,2.0,1.0,40.0,0,0,0,$0.00,0,0
8990,False,1.0,1.0,3.0,3.0,774.5,4,14,0,$0.00,0,0
8991,False,1.0,1.0,5.0,5.0,196.333,2,0,1,$17843.00,0,1
8992,False,2.0,2.0,2.0,2.0,37.333,0,6,0,$0.00,0,0
8993,False,1.0,1.0,2.0,1.0,1005.17,1,13,0,$0.00,0,0
8994,False,1.0,1.0,4.0,3.0,166.5,2,2,0,$0.00,0,0
8995,False,3.0,4.0,1.0,2.0,10.667,0,0,0,$0.00,1,1
8996,False,3.0,3.0,4.0,4.0,16.0,0,0,0,$0.00,0,0
8997,False,1.0,1.0,3.0,3.0,77.333,1,13,0,$0.00,0,0
8998,False,5.0,4.0,5.0,5.0,9.333,0,2,0,$0.00,0,0
8999,False,3.0,3.0,3.0,3.0,20.0,0,0,0,$0.00,0,0
9000,False,4.0,3.0,4.0,3.0,18.667,0,0,0,$0.00,0,0
9001,False,3.0,3.0,1.0,1.0,15.333,0,4,0,$0.00,0,0
9002,False,5.0,4.0,5.0,5.0,10.0,0,1,1,$1235.00,0,1
9003,False,2.0,2.0,2.0,1.0,34.0,0,1,0,$0.00,0,0
9004,False,3.0,2.0,4.0,5.0,41.333,0,1,0,$0.00,0,0
9005,False,5.0,3.0,4.0,4.0,14.0,0,2,0,$0.00,0,0
9006,False,5.0,4.0,4.0,4.0,6.0,0,0,0,$0.00,0,0
9007,False,4.0,4.0,,,3.333,0,0,0,$0.00,0,0
9008,False,1.0,1.0,2.0,3.0,354.667,3,7,0,$0.00,0,0
9009,False,4.0,3.0,4.0,4.0,22.667,3,0,0,$0.00,0,0
9010,False,5.0,4.0,4.0,5.0,10.667,0,0,1,$18038.00,0,1
9011,False,3.0,3.0,3.0,3.0,18.0,0,4,0,$0.00,0,0
9012,False,4.0,4.0,1.0,2.0,9.333,0,0,0,$0.00,0,0
9013,False,5.0,4.0,3.0,2.0,5.333,0,0,0,$0.00,0,0
9014,False,5.0,5.0,1.0,1.0,1.333,0,1,0,$0.00,0,0
9015,False,1.0,2.0,1.0,2.0,36.0,1,5,0,$0.00,0,0
9016,False,4.0,3.0,4.0,3.0,21.333,2,3,0,$0.00,0,0
9017,False,5.0,4.0,3.0,3.0,7.333,1,0,0,$0.00,0,0
9018,False,1.0,1.0,1.0,1.0,277.667,3,16,0,$0.00,0,0
9019,False,5.0,4.0,4.0,4.0,10.667,0,2,0,$0.00,0,0
9020,False,3.0,4.0,1.0,1.0,13.333,10,1,0,$0.00,0,0
9021,False,4.0,4.0,4.0,5.0,10.0,0,0,0,$0.00,0,0
9022,False,3.0,3.0,3.0,3.0,24.0,3,5,0,$0.00,0,0
9023,False,5.0,4.0,4.0,5.0,12.0,0,1,0,$0.00,0,0
9024,False,4.0,3.0,2.0,3.0,15.333,0,0,0,$0.00,0,0
9025,False,5.0,5.0,5.0,5.0,4.0,0,0,0,$0.00,0,0
9026,False,5.0,4.0,2.0,2.0,5.333,0,0,1,$54600.00,0,1
9027,False,5.0,4.0,3.0,3.0,13.333,2,0,0,$0.00,0,0
9028,False,4.0,4.0,1.0,1.0,7.333,0,1,0,$0.00,0,0
9029,False,4.0,3.0,2.0,2.0,22.0,0,0,0,$0.00,0,0
9030,False,1.0,1.0,3.0,2.0,122.167,4,6,0,$0.00,0,0
9031,False,5.0,4.0,3.0,3.0,8.667,0,0,0,$0.00,0,0
9032,False,4.0,2.0,4.0,4.0,46.667,0,0,0,$0.00,0,0
9033,False,2.0,2.0,2.0,2.0,36.667,1,0,0,$0.00,0,0
9034,False,4.0,3.0,3.0,3.0,23.333,0,0,0,$0.00,0,0
9035,False,2.0,2.0,3.0,3.0,43.333,2,8,0,$0.00,0,0
9036,False,5.0,5.0,5.0,5.0,0.667,0,0,0,$0.00,0,0
9037,False,4.0,4.0,1.0,1.0,10.667,0,0,0,$0.00,0,0
9038,False,1.0,1.0,3.0,2.0,61.0,2,0,0,$0.00,0,0
9039,False,5.0,5.0,2.0,2.0,0.0,0,0,0,$0.00,0,0
9040,False,5.0,5.0,3.0,3.0,2.667,1,0,0,$0.00,0,0
9041,False,5.0,4.0,3.0,1.0,8.667,0,2,0,$0.00,0,0
9042,False,1.0,1.0,2.0,2.0,78.333,0,4,1,$28528.00,0,1
9043,False,3.0,2.0,4.0,4.0,46.833,1,1,1,$4550.00,0,1
9044,False,5.0,3.0,4.0,3.0,18.667,0,3,0,$0.00,0,0
9045,False,3.0,4.0,1.0,1.0,9.333,1,1,0,$0.00,0,0
9046,False,4.0,4.0,2.0,3.0,12.667,0,0,0,$0.00,0,0
9047,False,4.0,2.0,4.0,4.0,27.333,1,5,0,$0.00,0,0
9048,False,2.0,1.0,5.0,5.0,140.167,6,3,1,$19143.00,0,1
9049,False,1.0,1.0,1.0,1.0,173.333,1,1,0,$0.00,0,0
9050,False,5.0,5.0,4.0,4.0,0.0,0,0,0,$0.00,0,0
9051,False,5.0,5.0,3.0,3.0,2.0,0,0,0,$0.00,0,0
9052,False,4.0,5.0,1.0,2.0,2.667,2,1,0,$0.00,0,0
9053,False,3.0,3.0,1.0,2.0,16.0,0,0,0,$0.00,0,0
9054,False,2.0,1.0,4.0,4.0,82.333,1,2,0,$0.00,0,0
9055,False,2.0,2.0,3.0,3.0,33.333,1,0,0,$0.00,0,0
9056,False,3.0,3.0,3.0,3.0,18.667,1,0,0,$0.00,0,0
9057,False,1.0,2.0,1.0,2.0,33.333,2,7,0,$0.00,0,0
9058,False,5.0,4.0,5.0,5.0,7.333,0,0,0,$0.00,0,0
9059,False,5.0,3.0,4.0,3.0,18.0,2,0,0,$0.00,0,0
9060,False,2.0,2.0,3.0,3.0,36.667,5,1,0,$0.00,0,0
9061,False,2.0,3.0,1.0,2.0,18.667,1,0,0,$0.00,0,0
9062,False,3.0,2.0,3.0,3.0,34.667,0,1,0,$0.00,0,0
9063,False,5.0,5.0,2.0,2.0,2.667,0,0,0,$0.00,0,0
9064,False,5.0,5.0,5.0,5.0,4.0,0,0,0,$0.00,0,0
9065,False,3.0,3.0,1.0,2.0,14.667,0,1,0,$0.00,0,0
9066,False,5.0,4.0,5.0,5.0,6.0,0,0,0,$0.00,0,0
9067,False,4.0,2.0,5.0,5.0,36.0,0,0,0,$0.00,0,0
9068,False,2.0,3.0,3.0,3.0,20.667,0,1,0,$0.00,0,0
9069,False,2.0,2.0,3.0,3.0,36.0,0,3,0,$0.00,0,0
9070,False,3.0,2.0,3.0,3.0,33.333,1,7,0,$0.00,0,0
9071,False,2.0,2.0,3.0,3.0,37.333,0,0,0,$0.00,0,0
9072,False,5.0,4.0,2.0,4.0,13.333,0,0,0,$0.00,0,0
9073,False,2.0,1.0,2.0,3.0,89.0,3,1,0,$0.00,0,0
9074,False,3.0,3.0,3.0,5.0,20.0,0,0,0,$0.00,0,0
9075,False,2.0,1.0,4.0,4.0,81.0,1,0,0,$0.00,0,0
9076,False,3.0,3.0,3.0,3.0,16.0,0,0,0,$0.00,0,0
9077,False,5.0,4.0,2.0,4.0,6.667,0,0,0,$0.00,0,0
9078,False,1.0,1.0,2.0,3.0,116.5,0,0,0,$0.00,0,0
9079,False,1.0,1.0,1.0,2.0,262.0,1,8,1,$69300.00,0,1
9080,False,4.0,4.0,2.0,2.0,12.667,0,0,0,$0.00,0,0
9081,False,5.0,5.0,,,3.333,6,0,0,$0.00,0,0
9082,False,4.0,4.0,2.0,2.0,6.667,0,1,0,$0.00,0,0
9083,False,1.0,2.0,1.0,2.0,38.667,0,1,0,$0.00,0,0
9084,False,2.0,2.0,1.0,1.0,29.333,0,0,0,$0.00,0,0
9085,False,3.0,3.0,3.0,5.0,21.333,0,2,0,$0.00,0,0
9086,False,4.0,4.0,3.0,4.0,6.667,0,0,0,$0.00,0,0
9087,False,1.0,1.0,3.0,3.0,63.333,1,4,0,$0.00,0,0
9088,False,5.0,5.0,3.0,4.0,1.333,0,0,0,$0.00,0,0
9089,False,4.0,3.0,3.0,3.0,25.333,0,1,0,$0.00,0,0
9090,False,4.0,3.0,3.0,3.0,15.333,0,0,0,$0.00,0,0
9091,False,4.0,2.0,4.0,5.0,32.0,0,0,0,$0.00,0,0
9092,False,1.0,2.0,2.0,1.0,44.0,1,0,0,$0.00,0,0
9093,False,1.0,1.0,1.0,1.0,221.667,0,5,0,$0.00,0,0
9094,False,1.0,1.0,3.0,3.0,262.5,3,14,2,$24700.00,0,2
9095,False,4.0,4.0,4.0,4.0,12.0,0,3,0,$0.00,0,0
9096,False,3.0,2.0,3.0,2.0,26.667,0,0,0,$0.00,0,0
9097,False,4.0,3.0,2.0,3.0,18.667,0,0,0,$0.00,0,0
9098,False,5.0,4.0,4.0,4.0,14.0,0,0,0,$0.00,0,0
9099,False,2.0,2.0,3.0,3.0,28.667,0,3,0,$0.00,0,0
9100,False,2.0,2.0,3.0,3.0,32.667,0,2,0,$0.00,0,0
9101,False,1.0,1.0,3.0,3.0,167.167,2,5,1,$14138.00,0,1
9102,False,1.0,1.0,3.0,2.0,55.333,1,9,0,$0.00,0,0
9103,False,2.0,3.0,1.0,2.0,14.667,2,2,0,$0.00,0,0
9104,False,1.0,1.0,3.0,3.0,352.167,2,1,1,$23010.00,0,1
9105,False,3.0,2.0,4.0,3.0,33.333,0,0,0,$0.00,0,0
9106,False,3.0,2.0,4.0,4.0,29.333,0,0,0,$0.00,0,0
9107,False,2.0,2.0,3.0,4.0,30.0,2,10,0,$0.00,0,0
9108,False,3.0,3.0,3.0,3.0,24.0,2,0,0,$0.00,0,0
9109,False,2.0,1.0,2.0,2.0,420.833,1,5,0,$0.00,0,0
9110,False,5.0,3.0,5.0,5.0,22.667,1,1,0,$0.00,0,0
9111,False,1.0,1.0,1.0,2.0,107.667,4,0,1,$19013.00,0,1
9112,False,2.0,2.0,1.0,1.0,35.333,0,0,0,$0.00,0,0
9113,False,4.0,4.0,4.0,4.0,13.333,0,0,0,$0.00,0,0
9114,False,5.0,4.0,4.0,5.0,8.667,0,0,0,$0.00,0,0
9115,False,3.0,4.0,3.0,4.0,11.333,0,1,0,$0.00,0,0
9116,False,2.0,2.0,2.0,2.0,44.667,0,0,0,$0.00,0,0
9117,False,4.0,3.0,4.0,5.0,20.0,1,1,0,$0.00,0,0
9118,False,4.0,3.0,4.0,5.0,10.667,0,0,0,$0.00,0,0
9119,False,3.0,3.0,2.0,2.0,17.333,0,4,1,$7540.00,0,1
9120,False,5.0,3.0,4.0,4.0,22.0,0,0,0,$0.00,0,0
9121,False,1.0,1.0,1.0,2.0,88.667,0,10,1,$16803.00,0,1
9122,False,2.0,3.0,1.0,1.0,16.667,0,0,0,$0.00,0,0
9123,False,1.0,2.0,3.0,3.0,47.333,0,4,0,$0.00,0,0
9124,False,2.0,2.0,3.0,3.0,30.0,2,1,0,$0.00,0,0
9125,False,2.0,2.0,2.0,2.0,29.333,0,0,0,$0.00,0,0
9126,False,2.0,2.0,2.0,3.0,43.333,0,8,0,$0.00,0,0
9127,False,4.0,4.0,5.0,5.0,12.0,0,0,0,$0.00,0,0
9128,False,5.0,5.0,5.0,5.0,2.0,0,0,0,$0.00,0,0
9129,False,5.0,5.0,4.0,4.0,0.0,0,0,0,$0.00,0,0
9130,False,3.0,4.0,3.0,2.0,4.0,0,4,0,$0.00,0,0
9131,False,3.0,4.0,1.0,2.0,9.333,0,3,0,$0.00,0,0
9132,False,2.0,2.0,2.0,2.0,26.667,0,10,0,$0.00,0,0
9133,False,1.0,2.0,1.0,2.0,29.333,0,12,0,$0.00,0,0
9134,False,4.0,2.0,5.0,5.0,49.333,3,2,0,$0.00,0,0
9135,False,5.0,5.0,5.0,5.0,4.667,0,0,0,$0.00,0,0
9136,False,3.0,3.0,2.0,4.0,20.0,0,1,0,$0.00,0,0
9137,False,5.0,5.0,4.0,5.0,2.4,0,0,0,$0.00,0,0
9138,False,5.0,5.0,3.0,3.0,1.333,0,0,0,$0.00,0,0
9139,False,5.0,4.0,3.0,4.0,9.333,0,1,0,$0.00,0,0
9140,False,4.0,4.0,2.0,3.0,6.0,0,3,0,$0.00,0,0
9141,False,2.0,1.0,4.0,4.0,130.667,0,5,2,$367868.00,0,2
9142,False,1.0,1.0,2.0,3.0,51.333,0,1,0,$0.00,0,0
9143,False,1.0,2.0,3.0,3.0,36.333,0,3,1,$4355.00,0,1
9144,False,1.0,2.0,2.0,2.0,46.0,0,7,1,$5265.00,0,1
9145,False,1.0,1.0,,,235.667,0,0,1,$14650.00,0,1
9146,False,1.0,2.0,3.0,3.0,41.333,0,4,1,$650.00,0,1
9147,False,5.0,4.0,5.0,5.0,8.667,0,0,0,$0.00,0,0
9148,False,1.0,1.0,3.0,3.0,117.333,0,14,1,$5590.00,1,2
9149,False,3.0,4.0,1.0,1.0,9.333,0,2,0,$0.00,0,0
9150,False,2.0,2.0,3.0,3.0,48.667,0,18,0,$0.00,0,0
9151,False,3.0,3.0,2.0,2.0,12.0,0,0,0,$0.00,0,0
9152,False,1.0,1.0,4.0,3.0,90.0,0,57,1,$35220.00,0,1
9153,False,2.0,1.0,4.0,4.0,59.333,0,17,1,$3185.00,0,1
9154,False,2.0,2.0,3.0,3.0,38.667,0,7,0,$0.00,0,0
9155,False,5.0,5.0,,,2.0,0,0,0,$0.00,0,0
9156,False,1.0,2.0,1.0,1.0,44.667,0,7,0,$0.00,0,0
9157,False,2.0,2.0,3.0,3.0,47.333,6,16,0,$0.00,0,0
9158,False,4.0,4.0,2.0,2.0,4.667,0,4,0,$0.00,0,0
9159,False,2.0,3.0,,,24.0,1,0,0,$0.00,0,0
9160,False,3.0,2.0,4.0,4.0,23.333,0,4,0,$0.00,0,0
9161,False,5.0,3.0,4.0,4.0,21.333,0,0,0,$0.00,0,0
9162,False,4.0,3.0,2.0,4.0,16.667,0,0,0,$0.00,0,0
9163,False,1.0,1.0,1.0,2.0,83.833,0,3,1,$165880.00,0,1
9164,False,1.0,1.0,2.0,4.0,238.333,0,17,1,$36465.00,1,2
9165,False,2.0,2.0,1.0,1.0,34.667,0,5,0,$0.00,0,0
9166,False,5.0,4.0,3.0,3.0,6.0,0,3,0,$0.00,0,0
9167,False,2.0,2.0,3.0,4.0,42.0,0,12,1,$57700.00,1,2
9168,False,1.0,1.0,3.0,4.0,210.667,0,8,1,$566280.00,1,2
9169,False,4.0,3.0,3.0,3.0,15.333,0,0,0,$0.00,0,0
9170,False,4.0,3.0,2.0,3.0,17.333,0,5,0,$0.00,0,0
9171,False,2.0,2.0,2.0,3.0,22.0,0,18,0,$0.00,0,0
9172,False,2.0,3.0,1.0,1.0,18.667,0,0,0,$0.00,0,0
9173,False,2.0,2.0,3.0,3.0,32.667,0,7,1,$7900.00,0,1
9174,False,4.0,3.0,4.0,4.0,16.667,0,1,0,$0.00,0,0
9175,False,1.0,2.0,1.0,2.0,35.833,0,10,2,$91618.00,0,2
9176,False,5.0,5.0,5.0,5.0,0.0,0,0,0,$0.00,0,0
9177,False,4.0,4.0,2.0,2.0,10.667,0,0,0,$0.00,0,0
9178,False,1.0,1.0,2.0,2.0,69.333,0,2,1,$23855.00,0,1
9179,False,1.0,1.0,3.0,3.0,53.5,0,0,0,$0.00,0,0
9180,False,4.0,3.0,3.0,3.0,26.0,2,4,0,$0.00,0,0
9181,False,2.0,2.0,3.0,3.0,30.0,0,2,0,$0.00,0,0
9182,False,1.0,1.0,1.0,2.0,74.667,0,10,4,$20340.00,0,4
9183,False,4.0,5.0,4.0,4.0,1.333,0,0,0,$0.00,0,0
9184,False,4.0,4.0,1.0,1.0,7.333,0,0,0,$0.00,0,0
9185,False,1.0,1.0,1.0,1.0,82.667,0,8,2,$679543.00,1,3
9186,False,1.0,1.0,3.0,3.0,71.333,0,1,2,$83070.00,0,2
9187,False,1.0,1.0,1.0,1.0,138.833,0,17,4,$216841.00,0,4
9188,False,2.0,3.0,1.0,2.0,22.0,2,5,0,$0.00,0,0
9189,False,4.0,3.0,4.0,4.0,16.667,0,6,1,$2271.00,0,1
9190,False,4.0,3.0,5.0,5.0,11.333,0,0,0,$0.00,0,0
9191,False,3.0,5.0,1.0,1.0,3.333,0,0,0,$0.00,0,0
9192,False,5.0,4.0,5.0,5.0,7.333,0,0,0,$0.00,0,0
9193,False,3.0,2.0,4.0,4.0,28.0,0,5,0,$0.00,0,0
9194,False,5.0,5.0,2.0,3.0,0.0,0,0,0,$0.00,0,0
9195,False,2.0,1.0,4.0,4.0,52.667,0,17,1,$46313.00,0,1
9196,False,3.0,2.0,4.0,3.0,36.667,0,0,1,$5200.00,0,1
9197,False,4.0,5.0,1.0,2.0,1.333,0,1,0,$0.00,0,0
9198,False,2.0,3.0,1.0,1.0,18.667,0,0,0,$0.00,0,0
9199,False,1.0,1.0,2.0,4.0,163.5,0,24,2,$183235.00,1,3
9200,False,5.0,5.0,4.0,5.0,3.333,0,0,0,$0.00,0,0
9201,False,4.0,4.0,3.0,4.0,13.333,0,0,0,$0.00,0,0
9202,False,2.0,3.0,1.0,1.0,16.0,0,2,1,$6468.00,0,1
9203,False,5.0,5.0,,,3.333,0,0,0,$0.00,0,0
9204,False,5.0,4.0,5.0,5.0,4.0,0,0,0,$0.00,0,0
9205,False,4.0,4.0,3.0,3.0,5.333,0,0,0,$0.00,0,0
9206,False,1.0,1.0,,,82.5,0,1,2,$88595.00,0,2
9207,False,5.0,4.0,5.0,5.0,6.667,0,2,0,$0.00,0,0
9208,False,1.0,1.0,3.0,4.0,62.667,0,9,1,$3835.00,0,1
9209,False,4.0,4.0,3.0,3.0,6.667,0,2,0,$0.00,0,0
9210,False,1.0,1.0,3.0,3.0,131.0,0,12,1,$30550.00,1,2
9211,False,2.0,2.0,4.0,3.0,20.667,0,1,0,$0.00,0,0
9212,False,5.0,3.0,4.0,4.0,19.333,0,0,0,$0.00,0,0
9213,False,1.0,1.0,2.0,3.0,80.333,0,6,2,$351225.00,0,2
9214,False,3.0,2.0,2.0,2.0,33.0,0,6,0,$0.00,0,0
9215,False,4.0,4.0,4.0,4.0,9.333,0,0,0,$0.00,0,0
9216,False,5.0,4.0,5.0,5.0,9.333,2,2,0,$0.00,0,0
9217,False,4.0,5.0,4.0,4.0,2.667,0,0,0,$0.00,0,0
9218,False,3.0,3.0,3.0,2.0,18.667,0,0,0,$0.00,0,0
9219,False,3.0,2.0,4.0,3.0,48.667,0,0,0,$0.00,0,0
9220,False,1.0,1.0,1.0,1.0,65.333,0,14,2,$18981.00,0,2
9221,False,4.0,4.0,3.0,3.0,13.333,0,0,0,$0.00,0,0
9222,False,5.0,4.0,5.0,5.0,6.667,0,0,0,$0.00,0,0
9223,False,1.0,2.0,1.0,1.0,23.333,0,0,0,$0.00,0,0
9224,False,3.0,3.0,3.0,2.0,22.0,0,4,1,$1800.00,0,1
9225,False,2.0,3.0,1.0,2.0,10.0,0,0,0,$0.00,0,0
9226,False,2.0,2.0,3.0,2.0,34.667,10,9,0,$0.00,0,0
9227,False,1.0,1.0,3.0,4.0,80.667,0,16,1,$15860.00,0,1
9228,False,4.0,3.0,4.0,5.0,19.333,0,1,0,$0.00,0,0
9229,False,1.0,2.0,1.0,2.0,40.0,0,8,0,$0.00,0,0
9230,False,1.0,2.0,1.0,2.0,33.333,0,2,0,$0.00,0,0
9231,False,5.0,5.0,2.0,2.0,2.667,0,0,0,$0.00,0,0
9232,False,3.0,3.0,3.0,4.0,16.0,0,1,0,$0.00,0,0
9233,False,1.0,1.0,1.0,1.0,65.333,0,21,1,$8093.00,0,1
9234,False,2.0,2.0,2.0,2.0,29.333,0,4,1,$5600.00,0,1
9235,False,3.0,3.0,4.0,5.0,14.0,0,2,0,$0.00,0,0
9236,False,3.0,3.0,3.0,3.0,18.0,0,0,0,$0.00,0,0
9237,False,5.0,5.0,4.0,4.0,1.333,0,0,0,$0.00,0,0
9238,False,3.0,3.0,3.0,5.0,11.333,0,0,0,$0.00,0,0
9239,False,5.0,4.0,5.0,5.0,5.333,0,0,0,$0.00,0,0
9240,False,2.0,2.0,2.0,2.0,43.667,0,4,0,$0.00,0,0
9241,False,3.0,3.0,3.0,3.0,16.667,0,0,0,$0.00,0,0
9242,False,5.0,5.0,4.0,4.0,3.333,0,0,0,$0.00,0,0
9243,False,2.0,2.0,3.0,3.0,36.167,0,5,2,$281125.00,1,3
9244,False,1.0,1.0,2.0,2.0,394.0,15,17,2,$128389.00,0,2
9245,False,2.0,2.0,3.0,3.0,34.667,0,6,1,$47905.00,1,2
9246,False,1.0,2.0,1.0,2.0,46.667,0,6,1,$8146.00,1,2
9247,False,2.0,3.0,3.0,3.0,20.667,0,3,0,$0.00,0,0
9248,False,5.0,4.0,5.0,5.0,4.0,0,0,0,$0.00,0,0
9249,False,2.0,1.0,3.0,3.0,79.333,0,25,0,$0.00,0,0
9250,False,4.0,5.0,4.0,3.0,0.0,0,0,0,$0.00,0,0
9251,False,5.0,5.0,2.0,4.0,2.667,0,1,1,$28178.00,0,1
9252,False,5.0,4.0,4.0,4.0,8.667,0,0,0,$0.00,0,0
9253,False,4.0,3.0,2.0,3.0,20.0,5,2,0,$0.00,0,0
9254,False,3.0,3.0,3.0,3.0,14.667,0,3,0,$0.00,0,0
9255,False,1.0,2.0,3.0,3.0,31.333,0,7,0,$0.00,0,0
9256,False,3.0,3.0,1.0,1.0,25.333,0,1,0,$0.00,0,0
9257,False,1.0,1.0,1.0,1.0,52.333,0,13,2,$39650.00,0,2
9258,False,1.0,1.0,2.0,2.0,52.0,0,11,1,$1495.00,0,1
9259,False,5.0,5.0,3.0,3.0,2.0,0,0,0,$0.00,0,0
9260,False,1.0,1.0,1.0,2.0,145.0,0,86,1,$26325.00,0,1
9261,False,4.0,4.0,4.0,5.0,4.0,0,0,0,$0.00,0,0
9262,False,2.0,1.0,4.0,4.0,234.333,1,16,1,$16218.00,0,1
9263,False,3.0,2.0,4.0,3.0,32.0,0,0,0,$0.00,0,0
9264,False,4.0,4.0,3.0,3.0,9.333,0,0,0,$0.00,0,0
9265,False,1.0,2.0,1.0,2.0,22.667,0,17,1,$2438.00,0,1
9266,False,2.0,3.0,2.0,2.0,10.667,0,0,0,$0.00,0,0
9267,False,1.0,1.0,3.0,2.0,103.0,0,20,2,$105378.00,0,2
9268,False,3.0,2.0,2.0,3.0,25.333,1,8,2,$39358.00,0,2
9269,False,5.0,4.0,5.0,5.0,5.333,1,0,0,$0.00,0,0
9270,False,3.0,2.0,4.0,4.0,36.667,0,4,0,$0.00,0,0
9271,False,4.0,3.0,5.0,5.0,14.0,0,2,0,$0.00,0,0
9272,False,5.0,3.0,4.0,5.0,14.667,0,1,0,$0.00,0,0
9273,False,4.0,3.0,2.0,2.0,16.0,0,0,0,$0.00,0,0
9274,False,3.0,3.0,1.0,1.0,26.0,0,0,0,$0.00,0,0
9275,False,1.0,1.0,1.0,2.0,147.0,0,20,3,$103155.00,0,3
9276,False,1.0,1.0,3.0,2.0,65.0,0,0,0,$0.00,0,0
9277,False,5.0,4.0,3.0,3.0,10.0,0,0,0,$0.00,0,0
9278,False,4.0,3.0,2.0,3.0,16.667,0,1,0,$0.00,0,0
9279,False,3.0,3.0,3.0,3.0,20.0,0,2,0,$0.00,0,0
9280,False,3.0,3.0,1.0,2.0,12.0,0,6,0,$0.00,0,0
9281,False,2.0,2.0,2.0,2.0,23.333,0,3,0,$0.00,0,0
9282,False,1.0,1.0,2.0,2.0,78.0,0,19,2,$30068.00,0,2
9283,False,5.0,4.0,5.0,5.0,6.0,0,0,0,$0.00,0,0
9284,False,4.0,4.0,2.0,3.0,7.333,0,0,0,$0.00,0,0
9285,False,1.0,2.0,1.0,1.0,36.5,0,15,1,$37310.00,0,1
9286,False,1.0,1.0,3.0,3.0,56.0,0,8,1,$7500.00,1,2
9287,False,5.0,4.0,5.0,5.0,5.6,0,0,0,$0.00,0,0
9288,False,2.0,2.0,3.0,3.0,32.0,0,3,0,$0.00,0,0
9289,False,1.0,1.0,1.0,1.0,61.333,0,20,4,$8515.00,1,5
9290,False,3.0,2.0,4.0,4.0,27.333,0,0,0,$0.00,0,0
9291,False,5.0,5.0,3.0,3.0,4.667,0,0,0,$0.00,0,0
9292,False,5.0,4.0,4.0,5.0,6.667,0,1,0,$0.00,0,0
9293,False,2.0,2.0,3.0,2.0,44.833,0,3,1,$110468.00,0,1
9294,False,1.0,3.0,1.0,2.0,12.667,0,3,1,$3445.00,0,1
9295,False,4.0,4.0,1.0,2.0,12.667,0,2,0,$0.00,0,0
9296,False,4.0,4.0,4.0,4.0,8.667,1,0,0,$0.00,0,0
9297,False,3.0,3.0,2.0,3.0,14.667,0,3,0,$0.00,0,0
9298,False,3.0,3.0,2.0,1.0,12.0,0,1,1,$1000.00,0,1
9299,False,3.0,3.0,2.0,2.0,17.333,0,5,1,$6403.00,0,1
9300,False,5.0,4.0,,,9.333,0,2,1,$4355.00,0,1
9301,False,4.0,4.0,4.0,3.0,9.333,0,3,0,$0.00,0,0
9302,False,1.0,1.0,,,236.333,0,2,1,$303100.00,1,2
9303,False,4.0,4.0,3.0,3.0,5.333,0,1,0,$0.00,0,0
9304,False,1.0,1.0,1.0,1.0,56.0,0,9,1,$3900.00,0,1
9305,False,2.0,3.0,1.0,1.0,17.333,0,0,0,$0.00,0,0
9306,False,3.0,4.0,1.0,1.0,5.333,0,0,0,$0.00,0,0
9307,False,2.0,1.0,4.0,4.0,153.5,0,16,2,$225312.00,0,2
9308,False,2.0,2.0,3.0,2.0,26.0,0,3,1,$45760.00,0,1
9309,False,1.0,1.0,3.0,2.0,100.0,0,6,0,$0.00,0,0
9310,False,3.0,4.0,1.0,2.0,10.667,0,1,0,$0.00,0,0
9311,False,2.0,2.0,3.0,3.0,30.0,0,4,2,$2500.00,0,2
9312,False,1.0,1.0,3.0,4.0,206.333,0,11,1,$71728.00,0,1
9313,False,2.0,2.0,3.0,3.0,32.667,0,1,0,$0.00,0,0
9314,False,4.0,3.0,2.0,4.0,16.0,0,8,0,$0.00,0,0
9315,False,3.0,4.0,1.0,2.0,3.333,0,0,0,$0.00,0,0
9316,False,2.0,2.0,3.0,3.0,24.667,0,1,0,$0.00,0,0
9317,False,2.0,2.0,3.0,3.0,42.667,0,2,0,$0.00,0,0
9318,False,4.0,4.0,,,10.667,0,1,0,$0.00,0,0
9319,False,3.0,3.0,2.0,3.0,12.0,0,2,0,$0.00,0,0
9320,False,4.0,3.0,4.0,4.0,10.667,0,2,0,$0.00,0,0
9321,False,1.0,2.0,1.0,2.0,46.0,0,1,0,$0.00,0,0
9322,False,1.0,2.0,1.0,2.0,28.0,0,3,0,$0.00,0,0
9323,False,2.0,3.0,3.0,3.0,12.667,0,2,0,$0.00,0,0
9324,False,4.0,4.0,3.0,2.0,12.667,0,0,0,$0.00,0,0
9325,False,1.0,2.0,1.0,2.0,28.0,0,8,1,$3445.00,0,1
9326,False,5.0,5.0,3.0,3.0,0.667,0,0,0,$0.00,0,0
9327,False,2.0,1.0,4.0,5.0,143.833,0,5,1,$43680.00,0,1
9328,False,5.0,4.0,5.0,5.0,4.0,0,0,0,$0.00,0,0
9329,False,1.0,2.0,1.0,1.0,23.333,0,3,0,$0.00,0,0
9330,False,1.0,2.0,3.0,3.0,40.667,0,3,0,$0.00,0,0
9331,False,3.0,4.0,1.0,2.0,10.667,0,0,0,$0.00,0,0
9332,False,1.0,2.0,3.0,2.0,22.667,0,7,0,$0.00,0,0
9333,False,2.0,3.0,3.0,3.0,12.0,0,2,0,$0.00,0,0
9334,False,2.0,3.0,1.0,1.0,16.0,0,0,0,$0.00,0,0
