,Most Recent Health Inspection More Than 2 Years Ago,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties
9335,False,3.0,5.0,1.0,2.0,0.0,0,0,0,$0.00,0,0
9336,False,1.0,1.0,1.0,1.0,50.0,0,7,0,$0.00,0,0
9337,False,2.0,2.0,2.0,2.0,34.667,0,1,0,$0.00,0,0
9338,False,3.0,2.0,4.0,4.0,25.333,0,4,0,$0.00,0,0
9339,False,2.0,4.0,1.0,2.0,6.0,0,0,0,$0.00,0,0
9340,False,5.0,5.0,4.0,5.0,0.667,0,0,0,$0.00,0,0
9341,False,2.0,2.0,2.0,3.0,29.333,0,5,0,$0.00,0,0
9342,False,2.0,2.0,3.0,3.0,38.667,0,2,0,$0.00,0,0
9343,False,5.0,4.0,5.0,5.0,13.333,0,1,0,$0.00,0,0
9344,False,1.0,1.0,4.0,3.0,88.0,0,10,1,$198120.00,0,1
9345,False,1.0,1.0,2.0,4.0,90.0,0,7,0,$0.00,0,0
9346,False,1.0,1.0,2.0,2.0,100.0,0,21,2,$379052.00,1,3
9347,False,1.0,1.0,3.0,3.0,70.667,0,2,0,$0.00,0,0
9348,False,2.0,1.0,4.0,4.0,68.667,0,3,1,$2080.00,0,1
9349,False,2.0,3.0,1.0,1.0,13.333,0,5,0,$0.00,0,0
9350,False,4.0,4.0,2.0,3.0,6.667,0,3,0,$0.00,0,0
9351,False,4.0,4.0,3.0,3.0,6.667,0,0,0,$0.00,0,0
9352,False,2.0,2.0,3.0,2.0,26.0,0,4,1,$3250.00,0,1
9353,False,3.0,2.0,4.0,4.0,25.333,0,0,0,$0.00,0,0
9354,False,5.0,5.0,5.0,5.0,2.0,0,0,0,$0.00,0,0
9355,False,2.0,1.0,4.0,3.0,79.167,0,4,2,$113295.00,0,2
9356,False,1.0,1.0,2.0,3.0,55.333,0,6,0,$0.00,1,1
9357,False,5.0,5.0,4.0,5.0,0.0,0,0,0,$0.00,0,0
9358,False,2.0,1.0,4.0,4.0,83.167,0,5,1,$40170.00,0,1
9359,False,1.0,1.0,2.0,2.0,74.0,0,0,0,$0.00,0,0
9360,False,3.0,2.0,2.0,3.0,27.333,0,6,1,$1105.00,0,1
9361,False,2.0,3.0,1.0,1.0,17.333,0,2,0,$0.00,0,0
9362,False,3.0,2.0,4.0,4.0,31.333,0,5,0,$0.00,0,0
9363,False,2.0,2.0,3.0,3.0,30.0,0,10,0,$0.00,0,0
9364,False,5.0,5.0,1.0,2.0,2.0,0,2,0,$0.00,0,0
9365,False,1.0,1.0,3.0,3.0,151.0,0,27,2,$349508.00,2,4
9366,False,3.0,3.0,2.0,2.0,19.333,0,1,0,$0.00,0,0
9367,False,4.0,3.0,2.0,4.0,13.333,0,1,0,$0.00,0,0
9368,False,3.0,3.0,2.0,3.0,13.333,0,5,0,$0.00,0,0
9369,False,4.0,4.0,3.0,2.0,8.667,0,2,0,$0.00,0,0
9370,False,1.0,1.0,2.0,3.0,156.0,0,15,4,$8320.00,0,4
9371,False,1.0,1.0,2.0,3.0,70.0,0,2,1,$30843.00,0,1
9372,False,1.0,1.0,3.0,3.0,52.667,0,5,0,$0.00,0,0
9373,False,3.0,4.0,2.0,3.0,8.667,0,0,0,$0.00,0,0
9374,False,3.0,3.0,2.0,3.0,14.0,0,2,1,$4713.00,0,1
9375,False,2.0,2.0,2.0,2.0,50.667,0,1,1,$3400.00,0,1
9376,False,3.0,2.0,2.0,4.0,31.333,0,7,0,$0.00,0,0
9377,False,4.0,5.0,3.0,3.0,2.0,0,0,0,$0.00,0,0
9378,False,1.0,1.0,3.0,3.0,66.0,0,0,1,$45955.00,0,1
9379,False,1.0,1.0,2.0,4.0,55.333,0,10,0,$0.00,0,0
9380,False,1.0,1.0,1.0,1.0,74.0,0,32,2,$7000.00,0,2
9381,False,5.0,5.0,4.0,4.0,0.0,0,0,0,$0.00,0,0
9382,False,1.0,1.0,3.0,3.0,82.667,0,6,3,$6435.00,0,3
9383,False,4.0,4.0,3.0,4.0,12.0,0,1,0,$0.00,0,0
9384,False,2.0,2.0,3.0,3.0,29.333,0,3,1,$3200.00,0,1
9385,False,3.0,2.0,2.0,3.0,22.667,0,0,0,$0.00,0,0
9386,False,2.0,3.0,1.0,1.0,11.333,0,1,0,$0.00,0,0
9387,False,5.0,5.0,5.0,5.0,0.0,0,0,0,$0.00,0,0
9388,False,4.0,4.0,4.0,4.0,14.667,0,2,0,$0.00,0,0
9389,False,1.0,1.0,3.0,1.0,48.0,0,0,0,$0.00,0,0
9390,False,3.0,3.0,3.0,3.0,16.0,0,0,0,$0.00,0,0
9391,False,2.0,2.0,3.0,3.0,26.667,0,10,0,$0.00,0,0
9392,False,4.0,4.0,4.0,4.0,6.667,0,1,0,$0.00,0,0
9393,False,1.0,3.0,1.0,2.0,28.667,0,1,0,$0.00,0,0
9394,False,2.0,2.0,2.0,1.0,36.667,0,7,0,$0.00,0,0
9395,False,1.0,1.0,2.0,2.0,80.833,0,6,2,$82226.00,0,2
9396,False,4.0,4.0,4.0,4.0,8.667,0,1,0,$0.00,0,0
9397,False,4.0,4.0,4.0,4.0,6.667,0,1,0,$0.00,0,0
9398,False,3.0,4.0,1.0,2.0,8.0,0,1,0,$0.00,0,0
9399,False,5.0,4.0,4.0,4.0,10.0,0,0,0,$0.00,0,0
9400,False,3.0,4.0,1.0,2.0,9.333,0,0,0,$0.00,0,0
9401,False,3.0,2.0,5.0,5.0,19.333,0,1,1,$15243.00,0,1
9402,False,1.0,2.0,1.0,2.0,42.0,0,16,0,$0.00,0,0
9403,False,5.0,4.0,3.0,3.0,14.0,1,2,0,$0.00,0,0
9404,False,1.0,1.0,3.0,2.0,118.0,0,24,3,$147986.00,2,5
9405,False,3.0,3.0,2.0,3.0,16.667,0,0,0,$0.00,0,0
9406,False,1.0,3.0,1.0,1.0,10.667,0,3,1,$12000.00,0,1
9407,False,2.0,3.0,1.0,2.0,19.333,0,2,2,$95810.00,0,2
9408,False,5.0,5.0,2.0,4.0,0.0,0,0,0,$0.00,0,0
9409,False,3.0,2.0,4.0,5.0,50.667,0,2,0,$0.00,0,0
9410,False,2.0,1.0,5.0,5.0,97.667,0,0,1,$8750.00,0,1
9411,False,2.0,4.0,1.0,2.0,4.0,0,0,0,$0.00,0,0
9412,False,1.0,1.0,1.0,1.0,69.333,0,14,2,$17811.00,0,2
9413,False,4.0,2.0,4.0,4.0,54.667,0,0,0,$0.00,0,0
9414,False,5.0,5.0,,,0.0,0,0,0,$0.00,0,0
9415,False,1.0,1.0,5.0,5.0,70.667,0,10,0,$0.00,0,0
9416,False,5.0,5.0,3.0,3.0,6.667,1,0,0,$0.00,0,0
9417,False,3.0,3.0,3.0,3.0,16.0,0,0,0,$0.00,0,0
9418,False,2.0,2.0,2.0,3.0,42.0,0,5,0,$0.00,0,0
9419,False,2.0,2.0,4.0,5.0,50.0,0,0,0,$0.00,0,0
9420,False,1.0,2.0,1.0,1.0,43.167,1,3,1,$27700.00,0,1
9421,False,1.0,1.0,1.0,1.0,98.667,0,4,1,$172763.00,0,1
9422,False,2.0,1.0,5.0,5.0,76.0,0,1,0,$0.00,0,0
9423,False,3.0,3.0,5.0,5.0,27.333,0,5,0,$0.00,0,0
9424,False,2.0,2.0,3.0,4.0,41.333,0,11,0,$0.00,0,0
9425,False,2.0,1.0,4.0,3.0,55.333,0,14,2,$15950.00,1,3
9426,False,3.0,3.0,3.0,3.0,11.333,0,3,0,$0.00,0,0
9427,False,3.0,3.0,3.0,4.0,20.0,0,0,0,$0.00,0,0
9428,False,3.0,2.0,4.0,5.0,41.0,0,0,2,$10000.00,0,2
9429,False,4.0,4.0,2.0,2.0,12.0,0,3,0,$0.00,0,0
9430,False,3.0,4.0,3.0,2.0,13.333,0,0,0,$0.00,0,0
9431,False,4.0,4.0,4.0,5.0,14.667,0,2,0,$0.00,0,0
9432,False,4.0,4.0,3.0,4.0,6.0,0,0,0,$0.00,0,0
9433,False,2.0,1.0,4.0,4.0,62.0,0,1,1,$1118.00,0,1
9434,False,3.0,2.0,4.0,3.0,55.667,0,2,0,$0.00,0,0
9435,False,2.0,3.0,3.0,3.0,17.333,2,1,0,$0.00,0,0
9436,False,1.0,1.0,2.0,1.0,61.333,0,6,1,$14788.00,1,2
9437,False,5.0,4.0,5.0,5.0,13.333,0,0,0,$0.00,0,0
9438,False,3.0,4.0,1.0,2.0,4.667,0,0,0,$0.00,0,0
9439,False,4.0,3.0,4.0,4.0,39.667,0,0,0,$0.00,0,0
9440,False,1.0,1.0,3.0,4.0,106.833,0,15,1,$63928.00,1,2
9441,False,1.0,2.0,2.0,3.0,36.0,0,0,0,$0.00,0,0
9442,False,4.0,3.0,3.0,2.0,11.333,0,0,0,$0.00,0,0
9443,False,4.0,4.0,4.0,4.0,26.667,0,0,0,$0.00,0,0
9444,False,5.0,5.0,4.0,4.0,0.0,0,0,0,$0.00,0,0
9445,False,4.0,4.0,2.0,3.0,13.333,0,1,0,$0.00,0,0
9446,False,1.0,1.0,2.0,3.0,56.0,0,9,2,$17225.00,0,2
9447,False,3.0,4.0,2.0,3.0,6.667,0,0,0,$0.00,0,0
9448,False,1.0,1.0,3.0,4.0,242.5,0,7,1,$110403.00,1,2
9449,False,4.0,4.0,2.0,3.0,4.0,0,0,0,$0.00,0,0
9450,False,2.0,2.0,5.0,5.0,46.667,0,1,0,$0.00,0,0
9451,False,5.0,4.0,5.0,5.0,12.667,0,3,0,$0.00,0,0
9452,False,2.0,2.0,3.0,2.0,30.667,0,3,0,$0.00,0,0
9453,False,1.0,2.0,2.0,4.0,42.333,0,7,3,$23345.00,0,3
9454,False,2.0,2.0,3.0,2.0,39.333,0,10,1,$96785.00,0,1
9455,False,1.0,1.0,3.0,2.0,84.667,0,1,0,$0.00,0,0
9456,False,2.0,3.0,1.0,1.0,11.333,0,2,0,$0.00,0,0
9457,False,3.0,3.0,5.0,5.0,28.667,0,0,0,$0.00,0,0
9458,False,4.0,4.0,4.0,3.0,5.333,0,0,1,$3413.00,0,1
9459,False,1.0,1.0,3.0,4.0,70.333,0,18,0,$0.00,1,1
9460,False,2.0,1.0,4.0,3.0,86.5,0,7,2,$106340.00,0,2
9461,False,5.0,3.0,5.0,5.0,15.833,0,1,2,$10000.00,0,2
9462,False,4.0,3.0,5.0,5.0,30.0,0,0,0,$0.00,0,0
9463,False,1.0,1.0,1.0,1.0,111.0,2,1,1,$123630.00,0,1
9464,False,4.0,3.0,5.0,5.0,16.0,0,0,0,$0.00,0,0
9465,False,5.0,3.0,4.0,4.0,18.667,0,1,0,$0.00,0,0
9466,False,4.0,4.0,3.0,3.0,10.0,0,1,1,$2210.00,0,1
9467,False,1.0,1.0,4.0,3.0,51.5,0,2,1,$56875.00,0,1
9468,False,1.0,1.0,2.0,2.0,482.167,0,12,1,$132600.00,1,2
9469,False,4.0,4.0,4.0,3.0,13.333,0,2,0,$0.00,0,0
9470,False,3.0,2.0,4.0,5.0,26.667,0,2,1,$650.00,0,1
9471,False,4.0,4.0,4.0,4.0,7.333,0,0,0,$0.00,0,0
9472,False,5.0,3.0,4.0,4.0,14.0,0,2,0,$0.00,0,0
9473,False,5.0,3.0,4.0,4.0,13.333,0,1,0,$0.00,0,0
9474,False,2.0,2.0,3.0,4.0,46.0,0,2,0,$0.00,0,0
9475,False,4.0,4.0,3.0,4.0,12.667,0,0,0,$0.00,0,0
9476,False,2.0,1.0,5.0,5.0,79.333,0,10,0,$0.00,0,0
9477,False,3.0,3.0,,,12.667,0,0,0,$0.00,0,0
9478,False,2.0,2.0,5.0,5.0,41.333,0,0,0,$0.00,0,0
9479,False,2.0,3.0,2.0,1.0,18.667,0,6,0,$0.00,0,0
9480,False,3.0,3.0,2.0,3.0,13.333,0,7,0,$0.00,0,0
9481,False,3.0,4.0,1.0,2.0,8.667,0,2,0,$0.00,0,0
9482,False,5.0,4.0,3.0,3.0,16.0,0,4,1,$2080.00,0,1
9483,False,2.0,2.0,5.0,5.0,40.333,0,6,1,$50878.00,1,2
9484,False,,,,,,0,0,0,$0.00,0,0
9485,False,5.0,4.0,5.0,5.0,15.333,0,0,0,$0.00,0,0
9486,False,3.0,4.0,1.0,1.0,10.0,1,0,0,$0.00,0,0
9487,False,1.0,2.0,3.0,2.0,49.333,0,7,3,$2925.00,0,3
9488,False,4.0,3.0,5.0,5.0,33.333,0,0,0,$0.00,0,0
9489,False,2.0,1.0,5.0,5.0,54.0,3,11,1,$6435.00,0,1
9490,False,4.0,3.0,,,10.667,0,0,0,$0.00,0,0
9491,False,1.0,1.0,2.0,2.0,79.333,0,35,1,$3150.00,0,1
9492,False,3.0,4.0,1.0,1.0,6.667,0,0,0,$0.00,0,0
9493,False,1.0,2.0,2.0,2.0,24.0,0,7,0,$0.00,0,0
9494,False,4.0,4.0,1.0,2.0,9.333,0,5,0,$0.00,0,0
9495,False,2.0,2.0,4.0,4.0,50.667,0,2,0,$0.00,0,0
9496,False,4.0,4.0,4.0,4.0,16.0,0,2,0,$0.00,0,0
9497,False,1.0,1.0,3.0,3.0,56.0,0,3,1,$21775.00,1,2
9498,False,5.0,5.0,3.0,3.0,2.0,0,0,0,$0.00,0,0
9499,False,4.0,3.0,4.0,3.0,22.0,0,2,1,$2080.00,0,1
9500,False,4.0,4.0,4.0,5.0,12.0,1,1,0,$0.00,0,0
9501,False,3.0,3.0,2.0,3.0,17.333,0,8,0,$0.00,0,0
9502,False,3.0,3.0,3.0,4.0,12.0,0,0,0,$0.00,0,0
9503,False,3.0,4.0,4.0,4.0,6.667,0,5,0,$0.00,0,0
9504,False,2.0,1.0,4.0,4.0,66.0,0,4,0,$0.00,0,0
9505,False,2.0,2.0,2.0,2.0,42.667,0,5,0,$0.00,0,0
9506,False,5.0,5.0,5.0,5.0,7.333,0,0,0,$0.00,0,0
9507,False,2.0,2.0,3.0,3.0,53.333,0,0,0,$0.00,0,0
9508,False,2.0,2.0,3.0,3.0,32.0,0,2,0,$0.00,0,0
9509,False,2.0,2.0,3.0,3.0,57.333,0,4,0,$0.00,0,0
9510,False,2.0,2.0,5.0,5.0,52.667,0,0,0,$0.00,0,0
9511,False,1.0,1.0,3.0,2.0,79.833,0,3,2,$45501.00,0,2
9512,False,1.0,2.0,3.0,3.0,26.333,0,2,1,$138743.00,0,1
9513,False,3.0,2.0,4.0,4.0,32.0,0,4,0,$0.00,0,0
9514,False,5.0,5.0,2.0,4.0,2.0,0,0,0,$0.00,0,0
9515,False,5.0,5.0,3.0,4.0,0.667,0,0,0,$0.00,0,0
9516,False,5.0,4.0,5.0,5.0,25.333,0,7,0,$0.00,0,0
9517,False,1.0,1.0,1.0,2.0,204.333,0,46,2,$224171.00,0,2
9518,False,5.0,4.0,4.0,5.0,9.333,1,1,0,$0.00,0,0
9519,False,4.0,2.0,4.0,3.0,40.0,0,0,0,$0.00,0,0
9520,False,3.0,3.0,1.0,2.0,28.667,0,6,2,$6525.00,0,2
9521,False,2.0,2.0,2.0,2.0,46.0,0,2,0,$0.00,0,0
9522,False,2.0,3.0,1.0,1.0,16.667,0,4,0,$0.00,0,0
9523,False,4.0,3.0,2.0,3.0,14.667,0,11,2,$23897.00,0,2
9524,False,3.0,2.0,4.0,4.0,30.0,0,0,0,$0.00,0,0
9525,False,4.0,4.0,3.0,4.0,3.333,0,2,0,$0.00,0,0
9526,False,5.0,5.0,5.0,5.0,1.333,0,0,0,$0.00,0,0
9527,False,5.0,3.0,5.0,5.0,34.0,0,1,0,$0.00,0,0
9528,False,5.0,3.0,4.0,4.0,12.0,0,2,0,$0.00,0,0
9529,False,1.0,1.0,3.0,4.0,186.667,1,17,0,$0.00,1,1
9530,False,1.0,2.0,2.0,3.0,47.333,0,0,0,$0.00,0,0
9531,False,3.0,3.0,1.0,1.0,18.667,0,3,1,$14788.00,0,1
9532,False,3.0,2.0,2.0,3.0,27.333,0,4,1,$7735.00,0,1
9533,False,2.0,1.0,4.0,4.0,79.333,0,4,0,$0.00,0,0
9534,False,4.0,4.0,3.0,3.0,9.333,0,0,0,$0.00,0,0
9535,False,1.0,1.0,1.0,2.0,61.167,0,13,2,$38220.00,0,2
9536,False,3.0,4.0,1.0,1.0,5.333,0,0,0,$0.00,0,0
9537,False,4.0,4.0,3.0,3.0,7.333,0,0,0,$0.00,0,0
9538,False,1.0,1.0,2.0,3.0,104.667,0,2,0,$0.00,0,0
9539,False,1.0,1.0,3.0,3.0,74.0,0,5,0,$0.00,0,0
9540,False,3.0,3.0,3.0,3.0,25.333,0,1,0,$0.00,0,0
9541,False,5.0,4.0,4.0,4.0,10.667,0,1,0,$0.00,0,0
9542,False,4.0,3.0,4.0,4.0,13.333,0,2,0,$0.00,0,0
9543,False,4.0,4.0,3.0,3.0,4.667,0,1,0,$0.00,0,0
9544,False,1.0,1.0,1.0,2.0,172.0,2,5,2,$65065.00,0,2
9545,False,3.0,3.0,2.0,4.0,30.0,0,0,0,$0.00,0,0
9546,False,1.0,1.0,2.0,1.0,160.167,1,11,3,$7670.00,1,4
9547,False,1.0,1.0,3.0,2.0,302.833,0,3,0,$0.00,0,0
9548,False,5.0,5.0,2.0,1.0,0.0,0,0,0,$0.00,0,0
9549,False,3.0,3.0,1.0,1.0,14.667,0,6,1,$13943.00,0,1
9550,False,4.0,2.0,4.0,5.0,44.667,0,0,0,$0.00,0,0
9551,False,2.0,2.0,,,37.333,0,2,1,$17518.00,0,1
9552,False,3.0,2.0,2.0,3.0,31.333,0,7,0,$0.00,0,0
9553,False,3.0,3.0,3.0,3.0,20.0,0,3,0,$0.00,0,0
9554,False,4.0,4.0,2.0,2.0,9.333,0,0,0,$0.00,0,0
9555,False,4.0,4.0,4.0,4.0,6.667,0,0,0,$0.00,0,0
9556,False,3.0,2.0,4.0,4.0,30.0,0,0,0,$0.00,0,0
9557,False,4.0,3.0,5.0,5.0,27.333,0,0,0,$0.00,0,0
9558,False,1.0,1.0,2.0,2.0,67.0,0,14,2,$6435.00,0,2
9559,False,4.0,4.0,3.0,1.0,8.0,0,0,0,$0.00,0,0
9560,False,2.0,2.0,3.0,2.0,25.333,0,2,1,$4160.00,0,1
9561,False,3.0,3.0,5.0,5.0,33.333,0,0,0,$0.00,0,0
9562,False,5.0,4.0,3.0,3.0,4.667,0,1,0,$0.00,0,0
9563,False,5.0,5.0,4.0,4.0,6.667,0,0,0,$0.00,0,0
9564,False,3.0,2.0,4.0,4.0,36.667,0,0,0,$0.00,0,0
9565,False,1.0,1.0,3.0,3.0,48.0,0,11,0,$0.00,0,0
9566,False,3.0,4.0,1.0,1.0,6.667,0,2,1,$3445.00,0,1
9567,False,5.0,5.0,5.0,5.0,8.667,0,2,0,$0.00,0,0
9568,False,3.0,3.0,2.0,4.0,12.0,0,1,0,$0.00,0,0
9569,False,4.0,4.0,4.0,3.0,4.0,0,2,0,$0.00,0,0
9570,False,4.0,3.0,4.0,4.0,29.333,0,0,0,$0.00,0,0
9571,False,1.0,1.0,3.0,3.0,110.333,0,10,1,$38740.00,0,1
9572,False,3.0,4.0,1.0,1.0,10.667,0,4,0,$0.00,0,0
9573,False,5.0,5.0,5.0,5.0,10.0,0,0,0,$0.00,0,0
9574,False,4.0,3.0,4.0,3.0,12.667,0,0,0,$0.00,0,0
9575,False,1.0,1.0,3.0,4.0,117.0,2,1,1,$2080.00,0,1
9576,False,3.0,4.0,3.0,2.0,8.0,0,1,2,$2000.00,0,2
9577,False,4.0,3.0,3.0,3.0,22.667,0,2,0,$0.00,0,0
9578,False,4.0,4.0,4.0,5.0,5.333,0,0,0,$0.00,0,0
9579,False,4.0,4.0,4.0,4.0,8.667,0,1,0,$0.00,0,0
9580,False,4.0,3.0,4.0,4.0,17.333,0,0,0,$0.00,0,0
9581,False,5.0,4.0,5.0,5.0,15.333,0,1,0,$0.00,0,0
9582,False,4.0,3.0,4.0,4.0,20.667,0,1,0,$0.00,0,0
9583,False,1.0,1.0,3.0,3.0,71.0,0,0,0,$0.00,0,0
9584,False,4.0,4.0,4.0,4.0,21.333,0,0,0,$0.00,0,0
9585,False,4.0,3.0,4.0,4.0,17.333,0,0,0,$0.00,0,0
9586,False,3.0,3.0,3.0,3.0,15.333,0,1,0,$0.00,0,0
9587,False,3.0,3.0,2.0,3.0,24.0,0,1,1,$3200.00,0,1
9588,False,5.0,4.0,5.0,5.0,14.0,0,0,1,$2194.00,0,1
9589,False,3.0,2.0,4.0,4.0,42.667,0,1,0,$0.00,0,0
9590,False,4.0,4.0,4.0,3.0,22.0,0,0,0,$0.00,0,0
9591,False,3.0,4.0,1.0,2.0,4.667,0,2,0,$0.00,0,0
9592,False,1.0,2.0,2.0,3.0,33.333,0,0,0,$0.00,0,0
9593,False,3.0,2.0,4.0,4.0,49.5,0,0,0,$0.00,0,0
9594,False,1.0,2.0,1.0,1.0,35.333,0,4,0,$0.00,0,0
9595,False,4.0,3.0,3.0,4.0,38.667,0,2,0,$0.00,0,0
9596,False,2.0,2.0,3.0,3.0,39.333,0,0,0,$0.00,0,0
9597,False,2.0,1.0,5.0,5.0,68.667,0,0,0,$0.00,0,0
9598,False,2.0,2.0,3.0,3.0,24.667,0,12,0,$0.00,0,0
9599,False,2.0,3.0,,,19.333,0,5,0,$0.00,0,0
9600,False,3.0,2.0,2.0,2.0,33.333,0,8,1,$228.00,0,1
9601,False,4.0,4.0,4.0,4.0,12.667,0,0,0,$0.00,0,0
9602,False,2.0,2.0,3.0,3.0,38.0,0,17,1,$1000.00,0,1
9603,False,5.0,4.0,5.0,5.0,8.667,0,0,0,$0.00,0,0
9604,False,5.0,5.0,4.0,5.0,3.333,0,0,0,$0.00,0,0
9605,False,4.0,4.0,3.0,3.0,15.333,0,0,0,$0.00,0,0
9606,False,4.0,2.0,4.0,4.0,19.333,0,1,0,$0.00,0,0
9607,False,1.0,2.0,1.0,1.0,46.5,0,4,2,$52305.00,0,2
9608,False,3.0,4.0,1.0,1.0,6.667,0,0,0,$0.00,0,0
9609,False,3.0,3.0,2.0,3.0,19.333,0,5,0,$0.00,0,0
9610,False,5.0,4.0,3.0,3.0,12.667,0,1,0,$0.00,0,0
9611,False,2.0,3.0,1.0,1.0,11.333,0,0,0,$0.00,0,0
9612,False,2.0,1.0,4.0,3.0,64.0,0,0,1,$2282.00,0,1
9613,False,3.0,2.0,4.0,4.0,49.333,0,4,0,$0.00,0,0
9614,False,4.0,4.0,4.0,4.0,14.0,0,0,0,$0.00,0,0
9615,False,3.0,2.0,5.0,5.0,61.333,0,5,0,$0.00,0,0
9616,False,2.0,1.0,5.0,5.0,67.167,0,1,1,$10000.00,0,1
9617,False,1.0,1.0,1.0,1.0,102.0,2,19,1,$8000.00,0,1
9618,False,4.0,4.0,3.0,3.0,6.667,0,0,0,$0.00,0,0
9619,False,1.0,1.0,2.0,3.0,68.0,0,5,0,$0.00,0,0
9620,False,1.0,2.0,1.0,1.0,26.667,0,2,0,$0.00,0,0
9621,False,3.0,4.0,3.0,3.0,8.667,0,0,0,$0.00,0,0
9622,False,4.0,4.0,4.0,5.0,18.0,0,0,0,$0.00,0,0
9623,False,3.0,2.0,4.0,3.0,24.0,0,0,0,$0.00,0,0
9624,False,4.0,3.0,4.0,4.0,38.667,0,5,0,$0.00,0,0
9625,False,5.0,5.0,2.0,4.0,0.667,0,0,0,$0.00,0,0
9626,False,1.0,2.0,1.0,2.0,30.667,0,1,0,$0.00,0,0
9627,False,5.0,4.0,4.0,4.0,8.667,0,3,0,$0.00,0,0
9628,False,4.0,3.0,2.0,3.0,28.0,0,0,1,$2282.00,0,1
9629,False,3.0,3.0,2.0,2.0,26.0,0,3,0,$0.00,0,0
9630,False,3.0,2.0,4.0,4.0,42.667,0,0,0,$0.00,0,0
9631,False,2.0,2.0,3.0,5.0,39.333,1,1,0,$0.00,0,0
9632,False,4.0,4.0,3.0,4.0,6.667,0,0,0,$0.00,0,0
9633,False,4.0,4.0,3.0,2.0,12.667,0,0,0,$0.00,0,0
9634,False,3.0,2.0,3.0,3.0,37.5,0,1,0,$0.00,0,0
9635,False,5.0,4.0,3.0,3.0,9.0,0,7,1,$9255.00,0,1
9636,False,5.0,4.0,4.0,4.0,4.0,0,0,0,$0.00,0,0
9637,False,5.0,4.0,2.0,3.0,8.0,0,0,0,$0.00,0,0
9638,False,2.0,2.0,3.0,3.0,34.0,0,9,1,$5400.00,0,1
9639,False,5.0,5.0,,,0.0,0,0,0,$0.00,0,0
9640,False,1.0,1.0,1.0,1.0,53.333,0,4,0,$0.00,0,0
9641,False,2.0,1.0,3.0,3.0,70.667,0,9,0,$0.00,0,0
9642,False,4.0,5.0,4.0,4.0,0.0,0,0,0,$0.00,0,0
9643,False,5.0,4.0,5.0,5.0,4.0,0,0,0,$0.00,0,0
9644,False,5.0,4.0,,,3.333,0,0,0,$0.00,0,0
9645,False,3.0,3.0,2.0,3.0,20.0,0,2,0,$0.00,0,0
9646,False,4.0,3.0,2.0,4.0,20.667,0,0,0,$0.00,0,0
9647,False,1.0,1.0,2.0,3.0,99.667,0,11,1,$6143.00,0,1
9648,False,5.0,4.0,3.0,3.0,10.0,0,2,0,$0.00,0,0
9649,False,3.0,3.0,3.0,3.0,22.0,0,5,0,$0.00,0,0
9650,False,1.0,2.0,2.0,3.0,33.333,0,2,1,$2275.00,0,1
9651,False,1.0,1.0,2.0,2.0,59.333,0,20,5,$87003.00,0,5
9652,False,5.0,5.0,4.0,4.0,10.0,0,0,0,$0.00,0,0
9653,False,2.0,2.0,3.0,3.0,34.0,0,8,1,$13748.00,0,1
9654,False,1.0,1.0,4.0,4.0,75.333,0,12,1,$2080.00,0,1
9655,False,5.0,4.0,5.0,5.0,4.0,0,0,0,$0.00,0,0
9656,False,5.0,3.0,4.0,5.0,34.0,0,0,0,$0.00,0,0
9657,False,3.0,3.0,3.0,3.0,22.0,0,3,0,$0.00,0,0
9658,False,4.0,2.0,4.0,4.0,34.0,0,17,0,$0.00,0,0
9659,False,1.0,1.0,1.0,2.0,54.0,0,8,0,$0.00,0,0
9660,False,5.0,5.0,5.0,5.0,0.0,0,0,0,$0.00,0,0
9661,False,1.0,1.0,2.0,1.0,240.833,0,5,1,$650.00,0,1
9662,False,5.0,4.0,5.0,5.0,4.0,0,0,0,$0.00,0,0
9663,False,5.0,5.0,5.0,5.0,2.667,0,0,0,$0.00,0,0
9664,False,1.0,1.0,2.0,2.0,58.667,0,13,0,$0.00,0,0
9665,False,5.0,5.0,4.0,4.0,10.0,0,0,0,$0.00,0,0
9666,False,3.0,2.0,3.0,2.0,22.0,0,4,0,$0.00,0,0
9667,False,4.0,3.0,4.0,3.0,22.0,0,4,0,$0.00,0,0
9668,False,5.0,4.0,4.0,4.0,25.333,0,0,0,$0.00,0,0
9669,False,3.0,4.0,1.0,2.0,10.667,0,2,0,$0.00,0,0
9670,False,2.0,1.0,4.0,3.0,141.833,1,13,3,$57915.00,0,3
9671,False,5.0,5.0,4.0,4.0,6.667,0,0,0,$0.00,0,0
9672,False,4.0,4.0,3.0,3.0,11.333,0,1,0,$0.00,0,0
9673,False,2.0,1.0,4.0,4.0,66.0,0,4,0,$0.00,0,0
9674,False,3.0,2.0,4.0,4.0,48.667,0,12,1,$27785.00,0,1
9675,False,5.0,5.0,3.0,3.0,0.0,0,0,0,$0.00,0,0
9676,False,2.0,2.0,3.0,3.0,34.667,0,4,0,$0.00,0,0
9677,False,1.0,1.0,3.0,3.0,85.167,0,2,0,$0.00,0,0
9678,False,,,,,,0,0,0,$0.00,0,0
9679,False,5.0,4.0,5.0,5.0,22.667,0,0,0,$0.00,0,0
9680,False,2.0,1.0,5.0,5.0,95.333,0,6,0,$0.00,0,0
